5517473.8917975705,5641011.710467581,5761343.433962147,5992075.971957662,5981290.188562235,5876536.802509763,5969273.538500983,6032381.127040566,6074914.041983044,5913646.5852726,5973870.752623231,6032546.505342295,5912432.874633259,5930630.13504748,5880582.654537663,5919766.593097953,5933867.952616436,5945029.681611726,5881288.73522587,5869932.16133699
5570165.038353691,5689092.527260499,5772254.778324404,5859681.236607751,6016779.951042478,5882921.880826055,6015553.896297607,5984589.054654495,5896906.866938917,5798069.956189095,5923898.210265377,5914270.404022483,5862873.932668658,5939649.655266001,5986522.3691006545,6024668.713721486,6016926.301201123,6038047.331514544,6064314.991411704,6034197.424331499
5532957.042967825,5779287.0718383975,5942566.419848149,5964653.074801267,5967921.671567912,6008281.062900351,5950086.393671122,5962071.218550988,5926085.53423478,5806736.558007902,5978460.358938636,5894223.324424376,5821468.838339541,5857105.4772248175,5813449.1409294605,5878665.9372898685,5874916.75888601,5939285.168357381,5953349.995371389,5852018.0661475295
5536787.063168286,5761090.93791036,5889141.08859796,5991892.43824803,5985363.523448331,6008494.463348973,5981982.603357459,5983177.017861214,5928526.374985764,5859459.914569649,5905148.457356252,5821268.563276857,5665387.747791634,5704254.198814283,5822688.472991587,5735193.01374682,5756300.130477773,5792198.400528734,5841226.940921123,5829470.440666081
5557226.473233241,5796677.278040901,5947460.3509354405,5999241.782068268,5917173.345587415,5909323.829010178,5945902.166573329,5828927.978506989,5808490.803837024,5806092.209022176,5806969.5740652075,5815139.675935122,5802458.388812077,5829259.842428154,5814976.40081844,5789012.477369879,5799199.256458918,5763502.616603338,5786338.7260979805,5795452.907783656
5560015.917181392,5761672.036187884,5941619.737949699,5976317.935867848,5922303.692632906,5880405.685484969,5814336.563503088,5967730.501068255,5913399.44831116,5944312.112482314,5785369.098320939,5866197.919068783,5786656.154286893,5839122.796524135,5809729.905817659,5810334.164665455,5833938.419641105,5714712.753575203,5747400.333097315,5830706.783916683
5563115.754612497,5703681.517966966,5836567.066852928,6001307.5424099155,6018419.0643835515,5942286.1307654325,5871743.553204296,5931002.105076628,5940409.344568012,5915934.142242136,5901832.774791109,5876487.263610419,5926924.179909507,5839878.404980866,5866205.78985606,5887115.098661959,5927864.12490623,5939603.1333335545,5883178.7142948825,5864605.76880458
5584422.585800296,5687610.41505918,5842996.686685924,5912889.852240041,6001167.167128546,5948948.460268343,6034588.309238852,5915346.295878037,5868523.144826626,5826880.33340402,5826786.046959155,5820433.387800574,5760262.552544395,5806352.201454435,5709158.0400313,5738151.055901086,5794699.828924227,5797605.281783437,5836482.454540225,5854468.651117553
5584978.573652419,5768474.382579046,5793687.071979736,5873739.253801125,5894203.731712235,5912061.143885647,5986838.690489308,5912968.835620315,5845445.014218221,5816553.116954876,5807270.764631977,5740582.204329335,5701977.187804877,5786117.689317235,5845418.974230567,5856162.790773411,5886438.015336077,5896186.7414317215,5847535.172345447,5802415.9226796385
5623135.988261613,5621808.123987822,5717467.516034773,5915913.694634551,5817375.039581458,5828868.900934266,5802033.750187902,5788130.016859024,5824417.093015619,5759310.304648559,5789313.224987306,5764515.38543657,5679259.617320344,5661653.330498107,5772870.019337514,5811800.991026878,5832429.174692875,5888423.067629186,5915092.299785132,5882657.9980030535
