Timestamp,Production (kW)
04/27 08,46.57
04/27 09,56.55
04/27 10,59.56
04/27 11,53.49
04/27 12,47.20
04/27 13,46.37
04/27 14,43.15
04/27 15,21.02
04/27 16,3.05
04/27 17,0.00
04/27 18,0.00
04/27 19,0.00
04/27 20,0.00
04/27 21,0.00
04/27 22,0.00
04/27 23,0.00
04/28 00,0.00
04/28 01,0.00
04/28 02,0.00
04/28 03,0.00
04/28 04,0.00
04/28 05,7.18
04/28 06,34.53
04/28 07,54.00
04/28 08,64.06
04/28 09,63.50
04/28 10,32.92
04/28 11,9.88
04/28 12,4.66
04/28 13,3.51
04/28 14,2.08
04/28 15,0.65
04/28 16,0.00
04/28 17,0.00
04/28 18,0.00
04/28 19,0.00
04/28 20,0.00
04/28 21,0.00
04/28 22,0.00
04/28 23,0.00
04/29 00,0.00
04/29 01,0.00
04/29 02,0.00
04/29 03,0.00
04/29 04,0.00
04/29 05,5.12
04/29 06,18.82
04/29 07,36.90
04/29 08,52.50
04/29 09,66.70
04/29 10,67.54
04/29 11,58.98
04/29 12,47.03
04/29 13,36.79
04/29 14,32.57
04/29 15,15.73
04/29 16,2.17
04/29 17,0.00
04/29 18,0.00
04/29 19,0.00
04/29 20,0.00
04/29 21,0.00
04/29 22,0.00
04/29 23,0.00
04/30 00,0.00
04/30 01,0.00
04/30 02,0.00
04/30 03,0.00
04/30 04,0.48
04/30 05,11.05
04/30 06,31.05
04/30 07,46.82
04/30 08,57.75
04/30 09,67.51
04/30 10,72.69
04/30 11,70.49
04/30 12,62.64
04/30 13,48.30
04/30 14,28.86
04/30 15,10.65
04/30 16,1.38
04/30 17,0.00
04/30 18,0.00
04/30 19,0.00
04/30 20,0.00
04/30 21,0.00
04/30 22,0.00
04/30 23,0.00
05/01 00,0.00
05/01 01,0.00
05/01 02,0.00
05/01 03,0.00
05/01 04,0.64
05/01 05,13.87
05/01 06,38.02
05/01 07,58.12
05/01 08,71.22
05/01 09,77.58
05/01 10,78.94
05/01 11,75.73
05/01 12,70.08
05/01 13,57.50
05/01 14,36.20
05/01 15,13.67
05/01 16,1.41
05/01 17,0.00
05/01 18,0.00
05/01 19,0.00
05/01 20,0.00
05/01 21,0.00
05/01 22,0.00
05/01 23,0.00
05/02 00,0.00
05/02 01,0.00
05/02 02,0.00
05/02 03,0.00
05/02 04,0.00
05/02 05,1.40
05/02 06,9.70
05/02 07,18.12
05/02 08,24.50
05/02 09,29.40
05/02 10,25.09
05/02 11,23.08
05/02 12,28.23
05/02 13,34.69
05/02 14,35.27
05/02 15,18.62
05/02 16,2.35
05/02 17,0.00
05/02 18,0.00
05/02 19,0.00
05/02 20,0.00
05/02 21,0.00
05/02 22,0.00
05/02 23,0.00
05/03 00,0.00
05/03 01,0.00
05/03 02,0.00
05/03 03,0.00
05/03 04,0.00
05/03 05,2.01
05/03 06,4.51
05/03 07,6.42
05/03 08,11.11
05/03 09,24.92
05/03 10,38.12
05/03 11,47.60
05/03 12,52.07
05/03 13,46.19
05/03 14,36.87
05/03 15,17.25
05/03 16,1.85
05/03 17,0.00
05/03 18,0.00
05/03 19,0.00
05/03 20,0.00
05/03 21,0.00
05/03 22,0.00
05/03 23,0.00
05/04 00,0.00
05/04 01,0.00
05/04 02,0.00
05/04 03,0.00
05/04 04,0.00
05/04 05,2.79
05/04 06,8.85
05/04 07,15.51
05/04 08,19.61
05/04 09,21.32
05/04 10,17.66
05/04 11,17.50
05/04 12,20.71
05/04 13,14.36
05/04 14,7.83
05/04 15,3.07
05/04 16,0.00
05/04 17,0.00
05/04 18,0.00
05/04 19,0.00
05/04 20,0.00
05/04 21,0.00
05/04 22,0.00
05/04 23,0.00
05/05 00,0.00
05/05 01,0.00
05/05 02,0.00
05/05 03,0.00
05/05 04,0.39
05/05 05,9.23
05/05 06,26.35
05/05 07,46.56
05/05 08,65.68
05/05 09,75.58
05/05 10,76.27
05/05 11,72.17
05/05 12,60.10
05/05 13,38.21
05/05 14,21.19
05/05 15,8.88
05/05 16,0.69
05/05 17,0.00
05/05 18,0.00
05/05 19,0.00
05/05 20,0.00
05/05 21,0.00
05/05 22,0.00
05/05 23,0.00
05/06 00,0.00
05/06 01,0.00
05/06 02,0.00
05/06 03,0.00
05/06 04,0.55
05/06 05,12.90
05/06 06,32.55
05/06 07,55.42
05/06 08,78.75
05/06 09,82.44
05/06 10,71.55
05/06 11,51.15
05/06 12,33.92
05/06 13,25.11
05/06 14,14.12
05/06 15,4.43
05/06 16,0.00
05/06 17,0.00
05/06 18,0.00
05/06 19,0.00
05/06 20,0.00
05/06 21,0.00
05/06 22,0.00
05/06 23,0.00
05/07 00,0.00
05/07 01,0.00
05/07 02,0.00
05/07 03,0.00
05/07 04,0.00
05/07 05,4.33
05/07 06,16.30
05/07 07,32.69
05/07 08,41.05
05/07 09,39.05
05/07 10,36.98
05/07 11,28.17
05/07 12,12.00
05/07 13,3.88
05/07 14,3.09
05/07 15,1.20
05/07 16,0.00
05/07 17,0.00
05/07 18,0.00
05/07 19,0.00
05/07 20,0.00
05/07 21,0.00
05/07 22,0.00
05/07 23,0.00
05/08 00,0.00
05/08 01,0.00
05/08 02,0.00
05/08 03,0.00
05/08 04,0.51
05/08 05,13.05
05/08 06,36.48
05/08 07,55.82
05/08 08,69.13
05/08 09,76.22
05/08 10,77.80
05/08 11,74.18
05/08 12,66.10
05/08 13,52.40
05/08 14,33.25
05/08 15,12.35
05/08 16,0.74
05/08 17,0.00
05/08 18,0.00
05/08 19,0.00
05/08 20,0.00
05/08 21,0.00
05/08 22,0.00
05/08 23,0.00
05/09 00,0.00
05/09 01,0.00
05/09 02,0.00
05/09 03,0.00
05/09 04,0.35
05/09 05,12.80
05/09 06,37.12
05/09 07,53.55
05/09 08,63.52
05/09 09,68.88
05/09 10,66.50
05/09 11,61.72
05/09 12,52.23
05/09 13,35.24
05/09 14,17.34
05/09 15,4.96
05/09 16,0.00
05/09 17,0.00
05/09 18,0.00
05/09 19,0.00
05/09 20,0.00
05/09 21,0.00
05/09 22,0.00
05/09 23,0.00
05/10 00,0.00
05/10 01,0.00
05/10 02,0.00
05/10 03,0.00
05/10 04,0.00
05/10 05,0.58
05/10 06,2.80
05/10 07,4.08
05/10 08,12.30
05/10 09,28.80
05/10 10,34.58
05/10 11,31.71
05/10 12,32.25
05/10 13,30.04
05/10 14,19.57
05/10 15,6.78
05/10 16,0.43
05/10 17,0.00
05/10 18,0.00
05/10 19,0.00
05/10 20,0.00
05/10 21,0.00
05/10 22,0.00
05/10 23,0.00
05/11 00,0.00
05/11 01,0.00
05/11 02,0.00
05/11 03,0.00
05/11 04,0.00
05/11 05,9.95
05/11 06,23.58
05/11 07,34.27
05/11 08,33.98
05/11 09,19.01
05/11 10,16.46
05/11 11,23.90
05/11 12,26.29
05/11 13,34.42
05/11 14,28.23
05/11 15,7.14
05/11 16,0.67
05/11 17,0.00
05/11 18,0.00
05/11 19,0.00
05/11 20,0.00
05/11 21,0.00
05/11 22,0.00
05/11 23,0.00
05/12 00,0.00
05/12 01,0.00
05/12 02,0.00
05/12 03,0.00
05/12 04,0.00
05/12 05,5.17
05/12 06,10.92
05/12 07,11.62
05/12 08,27.85
05/12 09,48.87
05/12 10,58.20
05/12 11,66.60
05/12 12,69.03
05/12 13,53.37
05/12 14,32.68
05/12 15,14.60
05/12 16,1.06
05/12 17,0.00
05/12 18,0.00
05/12 19,0.00
05/12 20,0.00
05/12 21,0.00
05/12 22,0.00
05/12 23,0.00
05/13 00,0.00
05/13 01,0.00
05/13 02,0.00
05/13 03,0.00
05/13 04,0.00
05/13 05,5.07
05/13 06,15.77
05/13 07,28.93
05/13 08,44.60
05/13 09,54.93
05/13 10,59.17
05/13 11,64.90
05/13 12,63.28
05/13 13,32.12
05/13 14,3.45
05/13 15,1.34
05/13 16,0.80
05/13 17,0.00
05/13 18,0.00
05/13 19,0.00
05/13 20,0.00
05/13 21,0.00
05/13 22,0.00
05/13 23,0.00
05/14 00,0.00
05/14 01,0.00
05/14 02,0.00
05/14 03,0.00
05/14 04,0.00
05/14 05,0.90
05/14 06,3.33
05/14 07,5.94
05/14 08,7.26
05/14 09,8.78
05/14 10,10.75
05/14 11,11.70
05/14 12,10.88
05/14 13,8.26
05/14 14,4.85
05/14 15,1.55
05/14 16,0.00
05/14 17,0.00
05/14 18,0.00
05/14 19,0.00
05/14 20,0.00
05/14 21,0.00
05/14 22,0.00
05/14 23,0.00
05/15 00,0.00
05/15 01,0.00
05/15 02,0.00
05/15 03,0.00
05/15 04,0.00
05/15 05,0.00
05/15 06,0.63
05/15 07,1.73
05/15 08,2.66
05/15 09,3.17
05/15 10,23.42
05/15 11,41.88
05/15 12,36.14
05/15 13,27.90
05/15 14,16.78
05/15 15,5.38
05/15 16,0.00
05/15 17,0.00
05/15 18,0.00
05/15 19,0.00
05/15 20,0.00
05/15 21,0.00
05/15 22,0.00
05/15 23,0.00
05/16 00,0.00
05/16 01,0.00
05/16 02,0.00
05/16 03,0.00
05/16 04,0.00
05/16 05,1.20
05/16 06,4.99
05/16 07,9.57
05/16 08,15.17
05/16 09,22.07
05/16 10,21.68
05/16 11,16.80
05/16 12,13.85
05/16 13,8.55
05/16 14,3.45
05/16 15,0.97
05/16 16,0.00
05/16 17,0.00
05/16 18,0.00
05/16 19,0.00
05/16 20,0.00
05/16 21,0.00
05/16 22,0.00
05/16 23,0.00
05/17 00,0.00
05/17 01,0.00
05/17 02,0.00
05/17 03,0.00
05/17 04,0.00
05/17 05,9.62
05/17 06,30.01
05/17 07,47.74
05/17 08,56.88
05/17 09,62.41
05/17 10,66.37
05/17 11,66.52
05/17 12,64.95
05/17 13,57.05
05/17 14,39.42
05/17 15,14.95
05/17 16,0.68
05/17 17,0.00
05/17 18,0.00
05/17 19,0.00
05/17 20,0.00
05/17 21,0.00
05/17 22,0.00
05/17 23,0.00
05/18 00,0.00
05/18 01,0.00
05/18 02,0.00
05/18 03,0.00
05/18 04,0.00
05/18 05,9.55
05/18 06,22.13
05/18 07,26.25
05/18 08,41.53
05/18 09,50.19
05/18 10,53.76
05/18 11,68.12
05/18 12,66.83
05/18 13,51.67
05/18 14,23.25
05/18 15,1.76
05/18 16,0.00
05/18 17,0.00
05/18 18,0.00
05/18 19,0.00
05/18 20,0.00
05/18 21,0.00
05/18 22,0.00
05/18 23,0.00
05/19 00,0.00
05/19 01,0.00
05/19 02,0.00
05/19 03,0.00
05/19 04,0.00
05/19 05,3.61
05/19 06,13.20
05/19 07,14.90
05/19 08,8.18
05/19 09,10.93
05/19 10,22.85
05/19 11,28.52
05/19 12,43.00
05/19 13,41.35
05/19 14,18.96
05/19 15,7.69
05/19 16,0.00
05/19 17,0.00
05/19 18,0.00
05/19 19,0.00
05/19 20,0.00
05/19 21,0.00
05/19 22,0.00
05/19 23,0.00
05/20 00,0.00
05/20 01,0.00
05/20 02,0.00
05/20 03,0.00
05/20 04,0.00
05/20 05,4.70
05/20 06,15.38
05/20 07,25.42
05/20 08,38.82
05/20 09,52.80
05/20 10,52.00
05/20 11,47.91
05/20 12,51.49
05/20 13,42.42
05/20 14,23.25
05/20 15,8.46
05/20 16,0.72
05/20 17,0.00
05/20 18,0.00
05/20 19,0.00
05/20 20,0.00
05/20 21,0.00
05/20 22,0.00
05/20 23,0.00
05/21 00,0.00
05/21 01,0.00
05/21 02,0.00
05/21 03,0.00
05/21 04,0.00
05/21 05,10.49
05/21 06,32.45
05/21 07,51.52
05/21 08,64.26
05/21 09,71.26
05/21 10,73.67
05/21 11,71.78
05/21 12,64.37
05/21 13,50.41
05/21 14,31.50
05/21 15,11.25
05/21 16,0.47
05/21 17,0.00
05/21 18,0.00
05/21 19,0.00
05/21 20,0.00
05/21 21,0.00
05/21 22,0.00
05/21 23,0.00
05/22 00,0.00
05/22 01,0.00
05/22 02,0.00
05/22 03,0.00
05/22 04,0.00
05/22 05,6.35
05/22 06,21.20
05/22 07,36.90
05/22 08,50.93
05/22 09,62.82
05/22 10,64.52
05/22 11,63.89
05/22 12,64.82
05/22 13,54.57
05/22 14,33.30
05/22 15,10.52
05/22 16,0.42
05/22 17,0.00
05/22 18,0.00
05/22 19,0.00
05/22 20,0.00
05/22 21,0.00
05/22 22,0.00
05/22 23,0.00
05/23 00,0.00
05/23 01,0.00
05/23 02,0.00
05/23 03,0.00
05/23 04,0.00
05/23 05,0.87
05/23 06,5.52
05/23 07,7.87
05/23 08,7.27
05/23 09,34.68
05/23 10,64.54
05/23 11,64.66
05/23 12,59.22
05/23 13,50.49
05/23 14,36.78
05/23 15,15.27
05/23 16,0.65
05/23 17,0.00
05/23 18,0.00
05/23 19,0.00
05/23 20,0.00
05/23 21,0.00
05/23 22,0.00
05/23 23,0.00
05/24 00,0.00
05/24 01,0.00
05/24 02,0.00
05/24 03,0.00
05/24 04,0.00
05/24 05,2.60
05/24 06,7.60
05/24 07,10.28
05/24 08,12.42
05/24 09,15.35
05/24 10,15.82
05/24 11,15.04
05/24 12,15.28
05/24 13,13.40
05/24 14,7.83
05/24 15,2.33
05/24 16,0.00
05/24 17,0.00
05/24 18,0.00
05/24 19,0.00
05/24 20,0.00
05/24 21,0.00
05/24 22,0.00
05/24 23,0.00
05/25 00,0.00
05/25 01,0.00
05/25 02,0.00
05/25 03,0.00
05/25 04,0.00
05/25 05,5.52
05/25 06,18.42
05/25 07,35.99
05/25 08,48.02
05/25 09,56.70
05/25 10,60.47
05/25 11,62.70
05/25 12,63.85
05/25 13,50.47
05/25 14,32.17
05/25 15,11.54
05/25 16,0.36
05/25 17,0.00
05/25 18,0.00
05/25 19,0.00
05/25 20,0.00
05/25 21,0.00
05/25 22,0.00
05/25 23,0.00
05/26 00,0.00
05/26 01,0.00
05/26 02,0.00
05/26 03,0.00
05/26 04,0.00
05/26 05,12.60
05/26 06,37.27
05/26 07,57.44
05/26 08,70.92
05/26 09,78.42
05/26 10,80.77
05/26 11,78.47
05/26 12,70.75
05/26 13,57.27
05/26 14,38.07
05/26 15,14.10
05/26 16,0.52
05/26 17,0.00
05/26 18,0.00
05/26 19,0.00
05/26 20,0.00
05/26 21,0.00
05/26 22,0.00
05/26 23,0.00
05/27 00,0.00
05/27 01,0.00
05/27 02,0.00
05/27 03,0.00
05/27 04,0.00
05/27 05,13.23
05/27 06,38.77
05/27 07,59.35
05/27 08,73.10
05/27 09,80.60
05/27 10,82.68
05/27 11,80.07
05/27 12,72.57
05/27 13,59.40
05/27 14,39.94
05/27 15,14.92
05/27 16,0.50
05/27 17,0.00
05/27 18,0.00
05/27 19,0.00
05/27 20,0.00
05/27 21,0.00
05/27 22,0.00
05/27 23,0.00
05/28 00,0.00
05/28 01,0.00
05/28 02,0.00
05/28 03,0.00
05/28 04,0.00
05/28 05,11.97
05/28 06,35.57
05/28 07,55.38
05/28 08,68.46
05/28 09,75.37
05/28 10,77.55
05/28 11,74.89
05/28 12,67.24
05/28 13,54.30
05/28 14,35.93
05/28 15,13.27
05/28 16,0.43
05/28 17,0.00
05/28 18,0.00
05/28 19,0.00
05/28 20,0.00
05/28 21,0.00
05/28 22,0.00
05/28 23,0.00
05/29 00,0.00
05/29 01,0.00
05/29 02,0.00
05/29 03,0.00
05/29 04,0.00
05/29 05,0.36
05/29 06,6.05
05/29 07,17.03
05/29 08,25.53
05/29 09,27.85
05/29 10,29.72
05/29 11,34.10
05/29 12,32.04
05/29 13,23.67
05/29 14,13.10
05/29 15,3.41
05/29 16,0.00
05/29 17,0.00
05/29 18,0.00
05/29 19,0.00
05/29 20,0.00
05/29 21,0.00
05/29 22,0.00
05/29 23,0.00
05/30 00,0.00
05/30 01,0.00
05/30 02,0.00
05/30 03,0.00
05/30 04,0.00
05/30 05,1.09
05/30 06,13.45
05/30 07,35.63
05/30 08,43.37
05/30 09,53.57
05/30 10,64.28
05/30 11,62.30
05/30 12,56.48
05/30 13,41.23
05/30 14,22.10
05/30 15,5.36
05/30 16,0.00
05/30 17,0.00
05/30 18,0.00
05/30 19,0.00
05/30 20,0.00
05/30 21,0.00
05/30 22,0.00
05/30 23,0.00
05/31 00,0.00
05/31 01,0.00
05/31 02,0.00
05/31 03,0.00
05/31 04,0.00
05/31 05,1.97
05/31 06,4.82
05/31 07,8.23
05/31 08,13.00
05/31 09,23.70
05/31 10,35.80
05/31 11,32.40
05/31 12,19.87
05/31 13,12.71
05/31 14,8.46
05/31 15,2.83
05/31 16,0.00
05/31 17,0.00
05/31 18,0.00
05/31 19,0.00
05/31 20,0.00
05/31 21,0.00
05/31 22,0.00
05/31 23,0.00
06/01 00,0.00
06/01 01,0.00
06/01 02,0.00
06/01 03,0.00
06/01 04,0.00
06/01 05,1.62
06/01 06,14.95
06/01 07,26.52
06/01 08,44.25
06/01 09,56.48
06/01 10,49.21
06/01 11,49.46
06/01 12,51.59
06/01 13,36.26
06/01 14,20.21
06/01 15,11.33
06/01 16,0.38
06/01 17,0.00
06/01 18,0.00
06/01 19,0.00
06/01 20,0.00
06/01 21,0.00
06/01 22,0.00
06/01 23,0.00
06/02 00,0.00
06/02 01,0.00
06/02 02,0.00
06/02 03,0.00
06/02 04,0.00
06/02 05,9.58
06/02 06,27.65
06/02 07,44.08
06/02 08,56.41
06/02 09,64.20
06/02 10,67.38
06/02 11,65.43
06/02 12,60.15
06/02 13,49.63
06/02 14,34.62
06/02 15,13.68
06/02 16,0.42
06/02 17,0.00
06/02 18,0.00
06/02 19,0.00
06/02 20,0.00
06/02 21,0.00
06/02 22,0.00
06/02 23,0.00
06/03 00,0.00
06/03 01,0.00
06/03 02,0.00
06/03 03,0.00
06/03 04,0.00
06/03 05,11.13
06/03 06,27.89
06/03 07,30.35
06/03 08,38.74
06/03 09,45.25
06/03 10,45.12
06/03 11,43.35
06/03 12,32.00
06/03 13,39.80
06/03 14,40.45
06/03 15,14.55
06/03 16,0.00
06/03 17,0.00
06/03 18,0.00
06/03 19,0.00
06/03 20,0.00
06/03 21,0.00
06/03 22,0.00
06/03 23,0.00
06/04 00,0.00
06/04 01,0.00
06/04 02,0.00
06/04 03,0.00
06/04 04,0.00
06/04 05,10.27
06/04 06,32.04
06/04 07,52.51
06/04 08,64.92
06/04 09,70.96
06/04 10,72.67
06/04 11,67.38
06/04 12,55.77
06/04 13,41.65
06/04 14,25.47
06/04 15,8.33
06/04 16,0.40
06/04 17,0.00
06/04 18,0.00
06/04 19,0.00
06/04 20,0.00
06/04 21,0.00
06/04 22,0.00
06/04 23,0.00
06/05 00,0.00
06/05 01,0.00
06/05 02,0.00
06/05 03,0.00
06/05 04,0.00
06/05 05,6.65
06/05 06,20.30
06/05 07,33.75
06/05 08,47.27
06/05 09,58.88
06/05 10,70.18
06/05 11,77.02
06/05 12,73.41
06/05 13,61.11
06/05 14,40.50
06/05 15,14.90
06/05 16,0.53
06/05 17,0.00
06/05 18,0.00
06/05 19,0.00
06/05 20,0.00
06/05 21,0.00
06/05 22,0.00
06/05 23,0.00
06/06 00,0.00
06/06 01,0.00
06/06 02,0.00
06/06 03,0.00
06/06 04,0.00
06/06 05,6.93
06/06 06,15.15
06/06 07,26.94
06/06 08,36.15
06/06 09,36.30
06/06 10,49.14
06/06 11,59.25
06/06 12,60.25
06/06 13,58.10
06/06 14,41.50
06/06 15,15.20
06/06 16,0.56
06/06 17,0.00
06/06 18,0.00
06/06 19,0.00
06/06 20,0.00
06/06 21,0.00
06/06 22,0.00
06/06 23,0.00
06/07 00,0.00
06/07 01,0.00
06/07 02,0.00
06/07 03,0.00
06/07 04,0.00
06/07 05,0.00
06/07 06,1.05
06/07 07,2.83
06/07 08,4.08
06/07 09,4.90
06/07 10,44.26
06/07 11,73.59
06/07 12,33.42
06/07 13,3.03
06/07 14,4.61
06/07 15,4.06
06/07 16,0.55
06/07 17,0.00
06/07 18,0.00
06/07 19,0.00
06/07 20,0.00
06/07 21,0.00
06/07 22,0.00
06/07 23,0.00
06/08 00,0.00
06/08 01,0.00
06/08 02,0.00
06/08 03,0.00
06/08 04,0.00
06/08 05,1.26
06/08 06,4.65
06/08 07,8.46
06/08 08,12.50
06/08 09,16.12
06/08 10,16.08
06/08 11,15.38
06/08 12,13.47
06/08 13,9.72
06/08 14,6.35
06/08 15,2.03
06/08 16,0.00
06/08 17,0.00
06/08 18,0.00
06/08 19,0.00
06/08 20,0.00
06/08 21,0.00
06/08 22,0.00
06/08 23,0.00
06/09 00,0.00
06/09 01,0.00
06/09 02,0.00
06/09 03,0.00
06/09 04,0.00
06/09 05,0.67
06/09 06,2.88
06/09 07,5.20
06/09 08,6.97
06/09 09,9.35
06/09 10,10.77
06/09 11,10.51
06/09 12,9.37
06/09 13,7.10
06/09 14,3.95
06/09 15,1.11
06/09 16,0.00
06/09 17,0.00
06/09 18,0.00
06/09 19,0.00
06/09 20,0.00
06/09 21,0.00
06/09 22,0.00
06/09 23,0.00
06/10 00,0.00
06/10 01,0.00
06/10 02,0.00
06/10 03,0.00
06/10 04,0.00
06/10 05,0.83
06/10 06,3.24
06/10 07,6.39
06/10 08,8.85
06/10 09,10.65
06/10 10,11.00
06/10 11,10.10
06/10 12,8.81
06/10 13,6.16
06/10 14,3.17
06/10 15,0.94
06/10 16,0.00
06/10 17,0.00
06/10 18,0.00
06/10 19,0.00
06/10 20,0.00
06/10 21,0.00
06/10 22,0.00
06/10 23,0.00
06/11 00,0.00
06/11 01,0.00
06/11 02,0.00
06/11 03,0.00
06/11 04,0.00
06/11 05,2.18
06/11 06,23.30
06/11 07,50.02
06/11 08,53.18
06/11 09,48.52
06/11 10,58.35
06/11 11,59.60
06/11 12,40.12
06/11 13,27.83
06/11 14,14.93
06/11 15,1.85
06/11 16,0.00
06/11 17,0.00
06/11 18,0.00
06/11 19,0.00
06/11 20,0.00
06/11 21,0.00
06/11 22,0.00
06/11 23,0.00
06/12 00,0.00
06/12 01,0.00
06/12 02,0.00
06/12 03,0.00
06/12 04,0.00
06/12 05,0.72
06/12 06,4.22
06/12 07,5.07
06/12 08,10.57
06/12 09,15.45
06/12 10,31.03
06/12 11,65.14
06/12 12,67.40
06/12 13,50.50
06/12 14,37.93
06/12 15,15.00
06/12 16,0.41
06/12 17,0.00
06/12 18,0.00
06/12 19,0.00
06/12 20,0.00
06/12 21,0.00
06/12 22,0.00
06/12 23,0.00
06/13 00,0.00
06/13 01,0.00
06/13 02,0.00
06/13 03,0.00
06/13 04,0.00
06/13 05,4.62
06/13 06,9.33
06/13 07,9.81
06/13 08,21.00
06/13 09,57.22
06/13 10,85.21
06/13 11,59.88
06/13 12,26.32
06/13 13,15.12
06/13 14,5.13
06/13 15,0.43
06/13 16,0.00
06/13 17,0.00
06/13 18,0.00
06/13 19,0.00
06/13 20,0.00
06/13 21,0.00
06/13 22,0.00
06/13 23,0.00
06/14 00,0.00
06/14 01,0.00
06/14 02,0.00
06/14 03,0.00
06/14 04,0.00
06/14 05,7.15
06/14 06,8.39
06/14 07,2.71
06/14 08,3.91
06/14 09,4.72
06/14 10,15.60
06/14 11,43.23
06/14 12,32.53
06/14 13,15.24
06/14 14,24.60
06/14 15,11.71
06/14 16,0.65
06/14 17,0.00
06/14 18,0.00
06/14 19,0.00
06/14 20,0.00
06/14 21,0.00
06/14 22,0.00
06/14 23,0.00
06/15 00,0.00
06/15 01,0.00
06/15 02,0.00
06/15 03,0.00
06/15 04,0.00
06/15 05,3.98
06/15 06,14.05
06/15 07,24.51
06/15 08,28.52
06/15 09,31.55
06/15 10,50.85
06/15 11,62.60
06/15 12,51.82
06/15 13,44.72
06/15 14,35.83
06/15 15,14.50
06/15 16,0.56
06/15 17,0.00
06/15 18,0.00
06/15 19,0.00
06/15 20,0.00
06/15 21,0.00
06/15 22,0.00
06/15 23,0.00
06/16 00,0.00
06/16 01,0.00
06/16 02,0.00
06/16 03,0.00
06/16 04,0.00
06/16 05,10.88
06/16 06,34.12
06/16 07,55.22
06/16 08,69.62
06/16 09,77.92
06/16 10,80.54
06/16 11,78.38
06/16 12,71.33
06/16 13,58.13
06/16 14,38.65
06/16 15,14.26
06/16 16,0.53
06/16 17,0.00
06/16 18,0.00
06/16 19,0.00
06/16 20,0.00
06/16 21,0.00
06/16 22,0.00
06/16 23,0.00
06/17 00,0.00
06/17 01,0.00
06/17 02,0.00
06/17 03,0.00
06/17 04,0.00
06/17 05,3.48
06/17 06,10.38
06/17 07,18.85
06/17 08,29.53
06/17 09,39.73
06/17 10,35.30
06/17 11,23.59
06/17 12,19.10
06/17 13,11.15
06/17 14,3.13
06/17 15,0.44
06/17 16,0.00
06/17 17,0.00
06/17 18,0.00
06/17 19,0.00
06/17 20,0.00
06/17 21,0.00
06/17 22,0.00
06/17 23,0.00
06/18 00,0.00
06/18 01,0.00
06/18 02,0.00
06/18 03,0.00
06/18 04,0.00
06/18 05,11.08
06/18 06,34.50
06/18 07,54.23
06/18 08,67.89
06/18 09,76.13
06/18 10,78.97
06/18 11,76.16
06/18 12,68.41
06/18 13,56.22
06/18 14,36.98
06/18 15,13.57
06/18 16,0.49
06/18 17,0.00
06/18 18,0.00
06/18 19,0.00
06/18 20,0.00
06/18 21,0.00
06/18 22,0.00
06/18 23,0.00
06/19 00,0.00
06/19 01,0.00
06/19 02,0.00
06/19 03,0.00
06/19 04,0.00
06/19 05,12.10
06/19 06,37.51
06/19 07,60.39
06/19 08,76.38
06/19 09,85.87
06/19 10,89.64
06/19 11,88.02
06/19 12,80.23
06/19 13,65.93
06/19 14,44.71
06/19 15,16.85
06/19 16,0.65
06/19 17,0.00
06/19 18,0.00
06/19 19,0.00
06/19 20,0.00
06/19 21,0.00
06/19 22,0.00
06/19 23,0.00
06/20 00,0.00
06/20 01,0.00
06/20 02,0.00
06/20 03,0.00
06/20 04,0.00
06/20 05,7.51
06/20 06,18.25
06/20 07,26.85
06/20 08,40.11
06/20 09,48.68
06/20 10,56.35
06/20 11,63.95
06/20 12,58.73
06/20 13,55.27
06/20 14,45.55
06/20 15,17.22
06/20 16,0.57
06/20 17,0.00
06/20 18,0.00
06/20 19,0.00
06/20 20,0.00
06/20 21,0.00
06/20 22,0.00
06/20 23,0.00
06/21 00,0.00
06/21 01,0.00
06/21 02,0.00
06/21 03,0.00
06/21 04,0.00
06/21 05,0.63
06/21 06,2.82
06/21 07,5.96
06/21 08,8.58
06/21 09,9.92
06/21 10,10.08
06/21 11,9.99
06/21 12,9.45
06/21 13,7.83
06/21 14,4.86
06/21 15,1.47
06/21 16,0.00
06/21 17,0.00
06/21 18,0.00
06/21 19,0.00
06/21 20,0.00
06/21 21,0.00
06/21 22,0.00
06/21 23,0.00
06/22 00,0.00
06/22 01,0.00
06/22 02,0.00
06/22 03,0.00
06/22 04,0.00
06/22 05,9.93
06/22 06,25.96
06/22 07,41.84
06/22 08,59.34
06/22 09,72.63
06/22 10,75.83
06/22 11,63.54
06/22 12,44.63
06/22 13,25.85
06/22 14,11.61
06/22 15,3.46
06/22 16,0.00
06/22 17,0.00
06/22 18,0.00
06/22 19,0.00
06/22 20,0.00
06/22 21,0.00
06/22 22,0.00
06/22 23,0.00
06/23 00,0.00
06/23 01,0.00
06/23 02,0.00
06/23 03,0.00
06/23 04,0.00
06/23 05,3.45
06/23 06,10.83
06/23 07,20.78
06/23 08,31.46
06/23 09,37.24
06/23 10,52.00
06/23 11,64.07
06/23 12,62.68
06/23 13,53.63
06/23 14,24.48
06/23 15,2.39
06/23 16,0.00
06/23 17,0.00
06/23 18,0.00
06/23 19,0.00
06/23 20,0.00
06/23 21,0.00
06/23 22,0.00
06/23 23,0.00
06/24 00,0.00
06/24 01,0.00
06/24 02,0.00
06/24 03,0.00
06/24 04,0.00
06/24 05,11.05
06/24 06,33.27
06/24 07,47.57
06/24 08,48.83
06/24 09,56.77
06/24 10,68.20
06/24 11,65.34
06/24 12,58.47
06/24 13,45.56
