Timestamp,Production (kW)
06/24 14,24.83
06/24 15,7.26
06/24 16,0.00
06/24 17,0.00
06/24 18,0.00
06/24 19,0.00
06/24 20,0.00
06/24 21,0.00
06/24 22,0.00
06/24 23,0.00
06/25 00,0.00
06/25 01,0.00
06/25 02,0.00
06/25 03,0.00
06/25 04,0.00
06/25 05,2.52
06/25 06,9.62
06/25 07,17.25
06/25 08,24.17
06/25 09,25.72
06/25 10,25.68
06/25 11,32.45
06/25 12,38.89
06/25 13,39.35
06/25 14,30.03
06/25 15,12.08
06/25 16,0.75
06/25 17,0.00
06/25 18,0.00
06/25 19,0.00
06/25 20,0.00
06/25 21,0.00
06/25 22,0.00
06/25 23,0.00
06/26 00,0.00
06/26 01,0.00
06/26 02,0.00
06/26 03,0.00
06/26 04,0.00
06/26 05,8.71
06/26 06,28.07
06/26 07,47.83
06/26 08,63.53
06/26 09,72.58
06/26 10,76.58
06/26 11,75.16
06/26 12,67.99
06/26 13,56.57
06/26 14,38.70
06/26 15,14.73
06/26 16,0.65
06/26 17,0.00
06/26 18,0.00
06/26 19,0.00
06/26 20,0.00
06/26 21,0.00
06/26 22,0.00
06/26 23,0.00
06/27 00,0.00
06/27 01,0.00
06/27 02,0.00
06/27 03,0.00
06/27 04,0.00
06/27 05,8.70
06/27 06,28.84
06/27 07,47.59
06/27 08,61.55
06/27 09,69.36
06/27 10,71.78
06/27 11,70.83
06/27 12,64.09
06/27 13,50.75
06/27 14,32.44
06/27 15,12.17
06/27 16,0.54
06/27 17,0.00
06/27 18,0.00
06/27 19,0.00
06/27 20,0.00
06/27 21,0.00
06/27 22,0.00
06/27 23,0.00
06/28 00,0.00
06/28 01,0.00
06/28 02,0.00
06/28 03,0.00
06/28 04,0.00
06/28 05,9.94
06/28 06,30.97
06/28 07,50.70
06/28 08,63.76
06/28 09,71.55
06/28 10,75.27
06/28 11,72.62
06/28 12,65.29
06/28 13,54.47
06/28 14,37.88
06/28 15,14.62
06/28 16,0.68
06/28 17,0.00
06/28 18,0.00
06/28 19,0.00
06/28 20,0.00
06/28 21,0.00
06/28 22,0.00
06/28 23,0.00
06/29 00,0.00
06/29 01,0.00
06/29 02,0.00
06/29 03,0.00
06/29 04,0.00
06/29 05,2.13
06/29 06,8.36
06/29 07,16.65
06/29 08,15.69
06/29 09,12.57
06/29 10,17.79
06/29 11,23.31
06/29 12,22.15
06/29 13,17.23
06/29 14,11.98
06/29 15,3.88
06/29 16,0.00
06/29 17,0.00
06/29 18,0.00
06/29 19,0.00
06/29 20,0.00
06/29 21,0.00
06/29 22,0.00
06/29 23,0.00
06/30 00,0.00
06/30 01,0.00
06/30 02,0.00
06/30 03,0.00
06/30 04,0.00
06/30 05,0.00
06/30 06,4.70
06/30 07,11.49
06/30 08,17.46
06/30 09,18.52
06/30 10,21.57
06/30 11,47.83
06/30 12,56.93
06/30 13,42.35
06/30 14,25.42
06/30 15,5.54
06/30 16,0.00
06/30 17,0.00
06/30 18,0.00
06/30 19,0.00
06/30 20,0.00
06/30 21,0.00
06/30 22,0.00
06/30 23,0.00
07/01 00,0.00
07/01 01,0.00
07/01 02,0.00
07/01 03,0.00
07/01 04,0.00
07/01 05,9.47
07/01 06,31.00
07/01 07,51.29
07/01 08,61.75
07/01 09,69.00
07/01 10,73.58
07/01 11,69.30
07/01 12,60.97
07/01 13,48.30
07/01 14,31.54
07/01 15,12.10
07/01 16,0.56
07/01 17,0.00
07/01 18,0.00
07/01 19,0.00
07/01 20,0.00
07/01 21,0.00
07/01 22,0.00
07/01 23,0.00
07/02 00,0.00
07/02 01,0.00
07/02 02,0.00
07/02 03,0.00
07/02 04,0.00
07/02 05,10.35
07/02 06,32.99
07/02 07,53.61
07/02 08,67.80
07/02 09,76.28
07/02 10,79.13
07/02 11,76.63
07/02 12,69.85
07/02 13,58.18
07/02 14,40.02
07/02 15,15.59
07/02 16,0.77
07/02 17,0.00
07/02 18,0.00
07/02 19,0.00
07/02 20,0.00
07/02 21,0.00
07/02 22,0.00
07/02 23,0.00
07/03 00,0.00
07/03 01,0.00
07/03 02,0.00
07/03 03,0.00
07/03 04,0.00
07/03 05,9.94
07/03 06,32.20
07/03 07,53.34
07/03 08,67.75
07/03 09,75.65
07/03 10,78.62
07/03 11,76.91
07/03 12,69.53
07/03 13,56.73
07/03 14,38.55
07/03 15,14.83
07/03 16,0.74
07/03 17,0.00
07/03 18,0.00
07/03 19,0.00
07/03 20,0.00
07/03 21,0.00
07/03 22,0.00
07/03 23,0.00
07/04 00,0.00
07/04 01,0.00
07/04 02,0.00
07/04 03,0.00
07/04 04,0.00
07/04 05,0.00
07/04 06,1.91
07/04 07,7.47
07/04 08,23.25
07/04 09,41.90
07/04 10,51.18
07/04 11,46.34
07/04 12,38.00
07/04 13,30.79
07/04 14,16.32
07/04 15,4.47
07/04 16,0.00
07/04 17,0.00
07/04 18,0.00
07/04 19,0.00
07/04 20,0.00
07/04 21,0.00
07/04 22,0.00
07/04 23,0.00
07/05 00,0.00
07/05 01,0.00
07/05 02,0.00
07/05 03,0.00
07/05 04,0.00
07/05 05,0.63
07/05 06,2.62
07/05 07,5.18
07/05 08,7.62
07/05 09,9.72
07/05 10,10.61
07/05 11,10.74
07/05 12,9.45
07/05 13,7.17
07/05 14,4.65
07/05 15,1.50
07/05 16,0.00
07/05 17,0.00
07/05 18,0.00
07/05 19,0.00
07/05 20,0.00
07/05 21,0.00
07/05 22,0.00
07/05 23,0.00
07/06 00,0.00
07/06 01,0.00
07/06 02,0.00
07/06 03,0.00
07/06 04,0.00
07/06 05,1.28
07/06 06,5.85
07/06 07,10.90
07/06 08,14.58
07/06 09,17.45
07/06 10,16.93
07/06 11,16.55
07/06 12,15.18
07/06 13,9.77
07/06 14,5.48
07/06 15,2.06
07/06 16,0.00
07/06 17,0.00
07/06 18,0.00
07/06 19,0.00
07/06 20,0.00
07/06 21,0.00
07/06 22,0.00
07/06 23,0.00
07/07 00,0.00
07/07 01,0.00
07/07 02,0.00
07/07 03,0.00
07/07 04,0.00
07/07 05,3.35
07/07 06,23.74
07/07 07,39.99
07/07 08,41.20
07/07 09,50.49
07/07 10,60.39
07/07 11,71.04
07/07 12,70.13
07/07 13,51.85
07/07 14,29.23
07/07 15,7.99
07/07 16,0.00
07/07 17,0.00
07/07 18,0.00
07/07 19,0.00
07/07 20,0.00
07/07 21,0.00
07/07 22,0.00
07/07 23,0.00
07/08 00,0.00
07/08 01,0.00
07/08 02,0.00
07/08 03,0.00
07/08 04,0.00
07/08 05,7.18
07/08 06,26.82
07/08 07,49.45
07/08 08,51.48
07/08 09,43.07
07/08 10,39.80
07/08 11,45.95
07/08 12,63.40
07/08 13,51.62
07/08 14,22.10
07/08 15,6.30
07/08 16,0.00
07/08 17,0.00
07/08 18,0.00
07/08 19,0.00
07/08 20,0.00
07/08 21,0.00
07/08 22,0.00
07/08 23,0.00
07/09 00,0.00
07/09 01,0.00
07/09 02,0.00
07/09 03,0.00
07/09 04,0.00
07/09 05,6.80
07/09 06,20.44
07/09 07,28.53
07/09 08,42.26
07/09 09,63.05
07/09 10,63.50
07/09 11,58.07
07/09 12,40.35
07/09 13,13.86
07/09 14,6.93
07/09 15,2.83
07/09 16,0.00
07/09 17,0.00
07/09 18,0.00
07/09 19,0.00
07/09 20,0.00
07/09 21,0.00
07/09 22,0.00
07/09 23,0.00
07/10 00,0.00
07/10 01,0.00
07/10 02,0.00
07/10 03,0.00
07/10 04,0.00
07/10 05,8.15
07/10 06,25.10
07/10 07,34.24
07/10 08,33.81
07/10 09,24.50
07/10 10,20.68
07/10 11,34.85
07/10 12,51.57
07/10 13,56.90
07/10 14,40.80
07/10 15,15.33
07/10 16,1.85
07/10 17,0.00
07/10 18,0.00
07/10 19,0.00
07/10 20,0.00
07/10 21,0.00
07/10 22,0.00
07/10 23,0.00
07/11 00,0.00
07/11 01,0.00
07/11 02,0.00
07/11 03,0.00
07/11 04,0.00
07/11 05,8.89
07/11 06,28.96
07/11 07,48.67
07/11 08,62.87
07/11 09,68.52
07/11 10,67.26
07/11 11,64.77
07/11 12,60.52
07/11 13,51.77
07/11 14,35.66
07/11 15,13.45
07/11 16,0.78
07/11 17,0.00
07/11 18,0.00
07/11 19,0.00
07/11 20,0.00
07/11 21,0.00
07/11 22,0.00
07/11 23,0.00
07/12 00,0.00
07/12 01,0.00
07/12 02,0.00
07/12 03,0.00
07/12 04,0.00
07/12 05,3.75
07/12 06,14.58
07/12 07,26.29
07/12 08,33.77
07/12 09,38.63
07/12 10,43.51
07/12 11,43.01
07/12 12,39.98
07/12 13,36.16
07/12 14,27.49
07/12 15,13.41
07/12 16,1.67
07/12 17,0.00
07/12 18,0.00
07/12 19,0.00
07/12 20,0.00
07/12 21,0.00
07/12 22,0.00
07/12 23,0.00
07/13 00,0.00
07/13 01,0.00
07/13 02,0.00
07/13 03,0.00
07/13 04,0.00
07/13 05,2.69
07/13 06,8.53
07/13 07,16.40
07/13 08,29.66
07/13 09,35.57
07/13 10,49.77
07/13 11,67.87
07/13 12,62.74
07/13 13,42.66
07/13 14,26.65
07/13 15,12.89
07/13 16,0.00
07/13 17,0.00
07/13 18,0.00
07/13 19,0.00
07/13 20,0.00
07/13 21,0.00
07/13 22,0.00
07/13 23,0.00
07/14 00,0.00
07/14 01,0.00
07/14 02,0.00
07/14 03,0.00
07/14 04,0.00
07/14 05,4.87
07/14 06,22.75
07/14 07,49.05
07/14 08,63.04
07/14 09,61.20
07/14 10,66.77
07/14 11,73.23
07/14 12,52.16
07/14 13,21.25
07/14 14,8.05
07/14 15,3.14
07/14 16,0.00
07/14 17,0.00
07/14 18,0.00
07/14 19,0.00
07/14 20,0.00
07/14 21,0.00
07/14 22,0.00
07/14 23,0.00
07/15 00,0.00
07/15 01,0.00
07/15 02,0.00
07/15 03,0.00
07/15 04,0.00
07/15 05,0.72
07/15 06,3.01
07/15 07,6.09
07/15 08,8.55
07/15 09,10.74
07/15 10,11.53
07/15 11,10.48
07/15 12,9.18
07/15 13,6.62
07/15 14,3.43
07/15 15,1.02
07/15 16,0.00
07/15 17,0.00
07/15 18,0.00
07/15 19,0.00
07/15 20,0.00
07/15 21,0.00
07/15 22,0.00
07/15 23,0.00
07/16 00,0.00
07/16 01,0.00
07/16 02,0.00
07/16 03,0.00
07/16 04,0.00
07/16 05,3.47
07/16 06,12.42
07/16 07,17.88
07/16 08,48.00
07/16 09,77.69
07/16 10,73.50
07/16 11,62.23
07/16 12,31.46
07/16 13,5.66
07/16 14,1.76
07/16 15,0.53
07/16 16,0.00
07/16 17,0.00
07/16 18,0.00
07/16 19,0.00
07/16 20,0.00
07/16 21,0.00
07/16 22,0.00
07/16 23,0.00
07/17 00,0.00
07/17 01,0.00
07/17 02,0.00
07/17 03,0.00
07/17 04,0.00
07/17 05,8.35
07/17 06,27.09
07/17 07,46.26
07/17 08,62.65
07/17 09,74.59
07/17 10,74.37
07/17 11,60.11
07/17 12,42.08
07/17 13,28.58
07/17 14,16.22
07/17 15,4.77
07/17 16,0.36
07/17 17,0.00
07/17 18,0.00
07/17 19,0.00
07/17 20,0.00
07/17 21,0.00
07/17 22,0.00
07/17 23,0.00
07/18 00,0.00
07/18 01,0.00
07/18 02,0.00
07/18 03,0.00
07/18 04,0.00
07/18 05,1.52
07/18 06,4.85
07/18 07,10.91
07/18 08,16.06
07/18 09,16.94
07/18 10,17.10
07/18 11,16.95
07/18 12,14.73
07/18 13,11.31
07/18 14,6.24
07/18 15,1.28
07/18 16,0.00
07/18 17,0.00
07/18 18,0.00
07/18 19,0.00
07/18 20,0.00
07/18 21,0.00
07/18 22,0.00
07/18 23,0.00
07/19 00,0.00
07/19 01,0.00
07/19 02,0.00
07/19 03,0.00
07/19 04,0.00
07/19 05,3.81
07/19 06,11.59
07/19 07,20.24
07/19 08,33.63
07/19 09,40.11
07/19 10,43.07
07/19 11,47.60
07/19 12,45.18
07/19 13,39.98
07/19 14,31.82
07/19 15,16.44
07/19 16,2.62
07/19 17,0.00
07/19 18,0.00
07/19 19,0.00
07/19 20,0.00
07/19 21,0.00
07/19 22,0.00
07/19 23,0.00
07/20 00,0.00
07/20 01,0.00
07/20 02,0.00
07/20 03,0.00
07/20 04,4.70
07/20 05,10.07
07/20 06,15.72
07/20 07,37.34
07/20 08,57.28
07/20 09,52.57
07/20 10,40.86
07/20 11,25.78
07/20 12,8.46
07/20 13,3.75
07/20 14,2.48
07/20 15,0.00
07/20 16,0.00
07/20 17,0.00
07/20 18,0.00
07/20 19,0.00
07/20 20,0.00
07/20 21,0.00
07/20 22,0.00
07/20 23,0.00
07/21 00,0.00
07/21 01,0.00
07/21 02,0.00
07/21 03,0.00
07/21 04,1.61
07/21 05,7.50
07/21 06,17.39
07/21 07,24.70
07/21 08,26.90
07/21 09,31.73
07/21 10,28.58
07/21 11,14.71
07/21 12,6.75
07/21 13,3.00
07/21 14,0.52
07/21 15,0.00
07/21 16,0.00
07/21 17,0.00
07/21 18,0.00
07/21 19,0.00
07/21 20,0.00
07/21 21,0.00
07/21 22,0.00
07/21 23,0.00
07/22 00,0.00
07/22 01,0.00
07/22 02,0.00
07/22 03,0.00
07/22 04,2.05
07/22 05,9.20
07/22 06,17.44
07/22 07,24.16
07/22 08,27.45
07/22 09,31.67
07/22 10,32.55
07/22 11,24.20
07/22 12,18.27
07/22 13,11.00
07/22 14,2.55
07/22 15,0.00
07/22 16,0.00
07/22 17,0.00
07/22 18,0.00
07/22 19,0.00
07/22 20,0.00
07/22 21,0.00
07/22 22,0.00
07/22 23,0.00
07/23 00,0.00
07/23 01,0.00
07/23 02,0.00
07/23 03,0.00
07/23 04,6.45
07/23 05,12.07
07/23 06,18.40
07/23 07,40.45
07/23 08,60.12
07/23 09,63.35
07/23 10,67.55
07/23 11,65.76
07/23 12,47.53
07/23 13,32.34
07/23 14,16.75
07/23 15,2.97
07/23 16,0.00
07/23 17,0.00
07/23 18,0.00
07/23 19,0.00
07/23 20,0.00
07/23 21,0.00
07/23 22,0.00
07/23 23,0.00
07/24 00,0.00
07/24 01,0.00
07/24 02,0.00
07/24 03,0.00
07/24 04,6.08
07/24 05,16.36
07/24 06,27.36
07/24 07,34.20
07/24 08,33.96
07/24 09,46.02
07/24 10,49.55
07/24 11,45.78
07/24 12,40.36
07/24 13,17.15
07/24 14,2.56
07/24 15,0.00
07/24 16,0.00
07/24 17,0.00
07/24 18,0.00
07/24 19,0.00
07/24 20,0.00
07/24 21,0.00
07/24 22,0.00
07/24 23,0.00
07/25 00,0.00
07/25 01,0.00
07/25 02,0.00
07/25 03,0.00
07/25 04,5.00
07/25 05,28.72
07/25 06,57.72
07/25 07,58.40
07/25 08,48.83
07/25 09,40.71
07/25 10,21.18
07/25 11,12.51
07/25 12,14.98
07/25 13,17.40
07/25 14,12.38
07/25 15,2.20
07/25 16,0.00
07/25 17,0.00
07/25 18,0.00
07/25 19,0.00
07/25 20,0.00
07/25 21,0.00
07/25 22,0.00
07/25 23,0.00
07/26 00,0.00
07/26 01,0.00
07/26 02,0.00
07/26 03,0.00
07/26 04,3.73
07/26 05,13.81
07/26 06,28.60
07/26 07,37.84
07/26 08,46.05
07/26 09,47.20
07/26 10,43.56
07/26 11,34.08
07/26 12,11.77
07/26 13,2.09
07/26 14,0.88
07/26 15,0.00
07/26 16,0.00
07/26 17,0.00
07/26 18,0.00
07/26 19,0.00
07/26 20,0.00
07/26 21,0.00
07/26 22,0.00
07/26 23,0.00
07/27 00,0.00
07/27 01,0.00
07/27 02,0.00
07/27 03,0.00
07/27 04,8.58
07/27 05,26.94
07/27 06,45.47
07/27 07,56.70
07/27 08,63.29
07/27 09,69.04
07/27 10,65.70
07/27 11,59.76
07/27 12,51.07
07/27 13,33.33
07/27 14,13.83
07/27 15,2.11
07/27 16,0.00
07/27 17,0.00
07/27 18,0.00
07/27 19,0.00
07/27 20,0.00
07/27 21,0.00
07/27 22,0.00
07/27 23,0.00
07/28 00,0.00
07/28 01,0.00
07/28 02,0.00
07/28 03,0.00
07/28 04,9.25
07/28 05,29.12
07/28 06,48.87
07/28 07,60.93
07/28 08,66.41
07/28 09,70.59
07/28 10,70.67
07/28 11,64.60
07/28 12,52.90
07/28 13,36.85
07/28 14,16.93
07/28 15,3.05
07/28 16,0.00
07/28 17,0.00
07/28 18,0.00
07/28 19,0.00
07/28 20,0.00
07/28 21,0.00
07/28 22,0.00
07/28 23,0.00
07/29 00,0.00
07/29 01,0.00
07/29 02,0.00
07/29 03,0.00
07/29 04,10.18
07/29 05,32.47
07/29 06,53.45
07/29 07,67.34
07/29 08,74.89
07/29 09,78.08
07/29 10,76.41
07/29 11,69.20
07/29 12,56.78
07/29 13,39.06
07/29 14,16.94
07/29 15,2.53
07/29 16,0.00
07/29 17,0.00
07/29 18,0.00
07/29 19,0.00
07/29 20,0.00
07/29 21,0.00
07/29 22,0.00
07/29 23,0.00
07/30 00,0.00
07/30 01,0.00
07/30 02,0.00
07/30 03,0.00
07/30 04,1.59
07/30 05,4.88
07/30 06,9.26
07/30 07,16.62
07/30 08,25.00
07/30 09,29.28
07/30 10,24.80
07/30 11,18.22
07/30 12,12.90
07/30 13,6.16
07/30 14,1.72
07/30 15,0.00
07/30 16,0.00
07/30 17,0.00
07/30 18,0.00
07/30 19,0.00
07/30 20,0.00
07/30 21,0.00
07/30 22,0.00
07/30 23,0.00
07/31 00,0.00
07/31 01,0.00
07/31 02,0.00
07/31 03,0.00
07/31 04,4.15
07/31 05,18.26
07/31 06,32.26
07/31 07,37.98
07/31 08,38.22
07/31 09,40.20
07/31 10,45.36
07/31 11,45.07
07/31 12,31.08
07/31 13,10.08
07/31 14,0.72
07/31 15,0.00
07/31 16,0.00
07/31 17,0.00
07/31 18,0.00
07/31 19,0.00
07/31 20,0.00
07/31 21,0.00
07/31 22,0.00
07/31 23,0.00
08/01 00,0.00
08/01 01,0.00
08/01 02,0.00
08/01 03,0.00
08/01 04,0.35
08/01 05,1.45
08/01 06,4.67
08/01 07,15.25
08/01 08,26.87
08/01 09,32.84
08/01 10,42.27
08/01 11,42.90
08/01 12,30.77
08/01 13,23.69
08/01 14,15.09
08/01 15,3.88
08/01 16,0.00
08/01 17,0.00
08/01 18,0.00
08/01 19,0.00
08/01 20,0.00
08/01 21,0.00
08/01 22,0.00
08/01 23,0.00
08/02 00,0.00
08/02 01,0.00
08/02 02,0.00
08/02 03,0.00
08/02 04,2.20
08/02 05,8.17
08/02 06,16.12
08/02 07,24.10
08/02 08,26.32
08/02 09,19.88
08/02 10,17.95
08/02 11,18.80
08/02 12,11.49
08/02 13,4.14
08/02 14,0.88
08/02 15,0.00
08/02 16,0.00
08/02 17,0.00
08/02 18,0.00
08/02 19,0.00
08/02 20,0.00
08/02 21,0.00
08/02 22,0.00
08/02 23,0.00
08/03 00,0.00
08/03 01,0.00
08/03 02,0.00
08/03 03,0.00
08/03 04,2.30
08/03 05,9.81
08/03 06,22.31
08/03 07,34.70
08/03 08,38.48
08/03 09,39.03
08/03 10,35.48
08/03 11,28.71
08/03 12,22.83
08/03 13,13.15
08/03 14,4.19
08/03 15,0.00
08/03 16,0.00
08/03 17,0.00
08/03 18,0.00
08/03 19,0.00
08/03 20,0.00
08/03 21,0.00
08/03 22,0.00
08/03 23,0.00
08/04 00,0.00
08/04 01,0.00
08/04 02,0.00
08/04 03,0.00
08/04 04,3.16
08/04 05,14.31
08/04 06,28.09
08/04 07,37.93
08/04 08,43.72
08/04 09,40.35
08/04 10,31.51
08/04 11,24.40
08/04 12,17.95
08/04 13,10.11
08/04 14,2.65
08/04 15,0.00
08/04 16,0.00
08/04 17,0.00
08/04 18,0.00
08/04 19,0.00
08/04 20,0.00
08/04 21,0.00
08/04 22,0.00
08/04 23,0.00
08/05 00,0.00
08/05 01,0.00
08/05 02,0.00
08/05 03,0.00
08/05 04,8.61
08/05 05,27.85
08/05 06,44.62
08/05 07,60.52
08/05 08,74.00
08/05 09,75.45
08/05 10,70.53
08/05 11,64.10
08/05 12,52.43
08/05 13,35.10
08/05 14,15.64
08/05 15,2.77
08/05 16,0.00
08/05 17,0.00
08/05 18,0.00
08/05 19,0.00
08/05 20,0.00
08/05 21,0.00
08/05 22,0.00
08/05 23,0.00
08/06 00,0.00
08/06 01,0.00
08/06 02,0.00
08/06 03,0.00
08/06 04,6.11
08/06 05,22.45
08/06 06,44.55
08/06 07,59.30
08/06 08,63.02
08/06 09,64.75
08/06 10,62.07
08/06 11,46.45
08/06 12,28.25
08/06 13,14.51
08/06 14,3.25
08/06 15,0.00
08/06 16,0.00
08/06 17,0.00
08/06 18,0.00
08/06 19,0.00
08/06 20,0.00
08/06 21,0.00
08/06 22,0.00
08/06 23,0.00
08/07 00,0.00
08/07 01,0.00
08/07 02,0.00
08/07 03,0.00
08/07 04,2.07
08/07 05,6.48
08/07 06,12.15
08/07 07,21.92
08/07 08,28.92
08/07 09,28.52
08/07 10,26.70
08/07 11,24.90
08/07 12,19.20
08/07 13,7.89
08/07 14,0.69
08/07 15,0.00
08/07 16,0.00
08/07 17,0.00
08/07 18,0.00
08/07 19,0.00
08/07 20,0.00
08/07 21,0.00
08/07 22,0.00
08/07 23,0.00
08/08 00,0.00
08/08 01,0.00
08/08 02,0.00
08/08 03,0.00
08/08 04,5.35
08/08 05,13.32
08/08 06,21.25
08/08 07,26.30
08/08 08,27.65
08/08 09,33.34
08/08 10,36.63
08/08 11,35.67
08/08 12,37.64
08/08 13,34.48
08/08 14,18.66
08/08 15,4.14
08/08 16,0.00
08/08 17,0.00
08/08 18,0.00
08/08 19,0.00
08/08 20,0.00
08/08 21,0.00
08/08 22,0.00
08/08 23,0.00
08/09 00,0.00
08/09 01,0.00
08/09 02,0.00
08/09 03,0.00
08/09 04,9.68
08/09 05,28.69
08/09 06,51.42
08/09 07,61.95
08/09 08,65.61
08/09 09,67.34
08/09 10,56.82
08/09 11,46.91
08/09 12,30.85
08/09 13,12.42
08/09 14,2.51
08/09 15,0.00
08/09 16,0.00
08/09 17,0.00
08/09 18,0.00
08/09 19,0.00
08/09 20,0.00
08/09 21,0.00
08/09 22,0.00
08/09 23,0.00
08/10 00,0.00
08/10 01,0.00
08/10 02,0.00
08/10 03,0.00
08/10 04,9.75
08/10 05,29.40
08/10 06,47.43
08/10 07,61.32
08/10 08,70.57
08/10 09,74.20
08/10 10,72.52
08/10 11,65.73
08/10 12,54.23
08/10 13,37.87
08/10 14,16.98
08/10 15,3.04
08/10 16,0.00
08/10 17,0.00
08/10 18,0.00
08/10 19,0.00
08/10 20,0.00
08/10 21,0.00
08/10 22,0.00
08/10 23,0.00
08/11 00,0.00
08/11 01,0.00
08/11 02,0.00
08/11 03,0.00
08/11 04,11.35
08/11 05,34.45
08/11 06,55.08
08/11 07,69.94
08/11 08,78.83
08/11 09,82.16
08/11 10,80.46
08/11 11,74.23
08/11 12,62.42
08/11 13,44.32
08/11 14,20.98
08/11 15,4.07
08/11 16,0.00
08/11 17,0.00
08/11 18,0.00
08/11 19,0.00
08/11 20,0.00
08/11 21,0.00
08/11 22,0.00
08/11 23,0.00
08/12 00,0.00
08/12 01,0.00
08/12 02,0.00
08/12 03,0.00
08/12 04,10.48
08/12 05,32.55
08/12 06,50.17
08/12 07,63.83
08/12 08,74.17
08/12 09,73.72
08/12 10,67.68
08/12 11,57.92
08/12 12,42.32
08/12 13,26.48
08/12 14,10.61
08/12 15,0.97
08/12 16,0.00
08/12 17,0.00
08/12 18,0.00
08/12 19,0.00
08/12 20,0.00
08/12 21,0.00
08/12 22,0.00
08/12 23,0.00
08/13 00,0.00
08/13 01,0.00
08/13 02,0.00
08/13 03,0.00
08/13 04,0.48
08/13 05,5.17
08/13 06,9.73
08/13 07,13.12
08/13 08,19.13
08/13 09,36.75
08/13 10,55.12
08/13 11,59.69
08/13 12,55.53
08/13 13,43.17
08/13 14,23.19
08/13 15,4.92
08/13 16,0.00
08/13 17,0.00
08/13 18,0.00
08/13 19,0.00
08/13 20,0.00
08/13 21,0.00
08/13 22,0.00
08/13 23,0.00
08/14 00,0.00
08/14 01,0.00
08/14 02,0.00
08/14 03,0.00
08/14 04,2.62
08/14 05,7.04
08/14 06,22.78
08/14 07,41.85
08/14 08,48.63
08/14 09,47.57
08/14 10,36.81
08/14 11,33.84
08/14 12,40.91
08/14 13,37.99
08/14 14,20.87
08/14 15,4.38
08/14 16,0.00
08/14 17,0.00
08/14 18,0.00
08/14 19,0.00
08/14 20,0.00
08/14 21,0.00
08/14 22,0.00
08/14 23,0.00
08/15 00,0.00
08/15 01,0.00
08/15 02,0.00
08/15 03,0.00
08/15 04,2.08
08/15 05,7.64
08/15 06,13.90
08/15 07,18.62
08/15 08,21.28
08/15 09,22.12
08/15 10,20.42
08/15 11,17.77
08/15 12,13.75
08/15 13,7.42
08/15 14,2.17
08/15 15,0.00
08/15 16,0.00
08/15 17,0.00
08/15 18,0.00
08/15 19,0.00
08/15 20,0.00
08/15 21,0.00
08/15 22,0.00
08/15 23,0.00
08/16 00,0.00
08/16 01,0.00
08/16 02,0.00
08/16 03,0.00
08/16 04,4.45
08/16 05,13.81
08/16 06,30.58
08/16 07,28.69
08/16 08,23.80
08/16 09,43.27
08/16 10,58.43
08/16 11,67.89
08/16 12,64.76
08/16 13,35.52
08/16 14,6.58
08/16 15,0.00
08/16 16,0.00
08/16 17,0.00
08/16 18,0.00
08/16 19,0.00
08/16 20,0.00
08/16 21,0.00
08/16 22,0.00
08/16 23,0.00
08/17 00,0.00
08/17 01,0.00
08/17 02,0.00
08/17 03,0.00
08/17 04,11.64
08/17 05,37.08
08/17 06,60.06
08/17 07,75.14
08/17 08,83.55
08/17 09,86.27
08/17 10,84.23
08/17 11,77.30
08/17 12,64.47
08/17 13,45.32
08/17 14,21.34
08/17 15,4.18
08/17 16,0.00
08/17 17,0.00
08/17 18,0.00
08/17 19,0.00
08/17 20,0.00
08/17 21,0.00
08/17 22,0.00
08/17 23,0.00
08/18 00,0.00
08/18 01,0.00
08/18 02,0.00
08/18 03,0.00
08/18 04,5.24
08/18 05,12.94
08/18 06,26.93
08/18 07,42.44
08/18 08,44.66
08/18 09,36.62
08/18 10,24.61
08/18 11,17.67
08/18 12,16.53
08/18 13,11.86
08/18 14,4.45
08/18 15,1.20
08/18 16,0.00
08/18 17,0.00
08/18 18,0.00
08/18 19,0.00
08/18 20,0.00
08/18 21,0.00
08/18 22,0.00
08/18 23,0.00
08/19 00,0.00
08/19 01,0.00
08/19 02,0.00
08/19 03,0.00
08/19 04,5.75
08/19 05,20.73
08/19 06,35.59
08/19 07,54.65
08/19 08,67.71
08/19 09,68.89
08/19 10,72.88
08/19 11,63.30
08/19 12,45.49
08/19 13,33.83
08/19 14,17.73
08/19 15,3.64
08/19 16,0.00
08/19 17,0.00
08/19 18,0.00
08/19 19,0.00
08/19 20,0.00
08/19 21,0.00
08/19 22,0.00
08/19 23,0.00
08/20 00,0.00
08/20 01,0.00
08/20 02,0.00
08/20 03,0.00
08/20 04,7.59
08/20 05,14.00
08/20 06,21.69
08/20 07,36.50
08/20 08,42.39
08/20 09,39.53
08/20 10,35.00
08/20 11,37.60
08/20 12,34.52
08/20 13,16.99
08/20 14,3.23
08/20 15,0.00
08/20 16,0.00
08/20 17,0.00
08/20 18,0.00
08/20 19,0.00
08/20 20,0.00
08/20 21,0.00
08/20 22,0.00
08/20 23,0.00
08/21 00,0.00
08/21 01,0.00
08/21 02,0.00
08/21 03,0.00
08/21 04,1.75
08/21 05,12.15
08/21 06,20.40
08/21 07,47.07
08/21 08,71.80
08/21 09,69.34
08/21 10,68.91
08/21 11,48.30
08/21 12,33.02
08/21 13,34.93
08/21 14,20.48
08/21 15,4.17
08/21 16,0.00
08/21 17,0.00
08/21 18,0.00
08/21 19,0.00
