Timestamp,Production (kW),Load kW,Load kVA
07/08 23,0.0,236.8,299.2
07/09 00,0.0,223.5,240.1
07/09 01,0.0,219.7,236.0
07/09 02,0.0,216.4,232.4
07/09 03,0.0,215.3,231.3
07/09 04,0.0,219.8,236.0
07/09 05,6.8,231.2,248.4
07/09 06,20.44,256.1,275.1
07/09 07,28.53,237.8,255.5
07/09 08,42.26,233.9,251.3
07/09 09,63.05,249.1,267.5
07/09 10,63.5,258.3,277.5
07/09 11,58.07,262.3,281.7
07/09 12,40.35,266.8,286.6
07/09 13,13.86,263.4,282.9
07/09 14,6.93,259.0,278.2
07/09 15,2.83,250.9,269.5
07/09 16,0.0,244.2,267.7
07/09 17,0.0,243.1,261.1
07/09 18,0.0,290.0,311.5
07/09 19,0.0,299.9,353.9
07/09 20,0.0,282.9,349.3
07/09 21,0.0,267.3,330.0
07/09 22,0.0,260.3,279.5
07/09 23,0.0,236.5,254.1
07/10 00,0.0,226.0,242.8
07/10 01,0.0,216.9,233.0
07/10 02,0.0,218.8,235.0
07/10 03,0.0,214.1,230.0
07/10 04,0.0,224.1,240.7
07/10 05,8.15,230.4,247.5
07/10 06,25.1,263.9,283.4
07/10 07,34.24,263.3,282.9
07/10 08,33.81,230.8,247.9
07/10 09,24.5,231.2,248.4
07/10 10,20.68,249.9,268.4
07/10 11,34.85,263.8,283.4
07/10 12,51.57,268.8,288.7
07/10 13,56.9,257.4,276.4
07/10 14,40.8,252.3,271.0
07/10 15,15.33,254.0,272.9
07/10 16,1.85,247.6,285.9
07/10 17,0.0,260.0,303.5
07/10 18,0.0,304.2,326.7
07/10 19,0.0,321.9,345.8
07/10 20,0.0,300.4,322.7
07/10 21,0.0,285.1,306.2
07/10 22,0.0,274.8,314.0
07/10 23,0.0,247.0,288.3
07/11 00,0.0,233.6,250.9
07/11 01,0.0,225.7,242.4
07/11 02,0.0,223.4,239.9
07/11 03,0.0,219.9,236.2
07/11 04,0.0,223.3,239.9
07/11 05,8.89,234.4,251.8
07/11 06,28.96,267.7,287.5
07/11 07,48.67,261.3,280.6
07/11 08,62.87,244.3,262.4
07/11 09,68.52,252.6,271.3
07/11 10,67.26,256.5,275.5
07/11 11,64.77,262.5,282.0
07/11 12,60.52,275.7,296.1
07/11 13,51.77,269.6,289.6
07/11 14,35.66,255.8,274.8
07/11 15,13.45,254.8,304.1
07/11 16,0.78,250.9,289.8
07/11 17,0.0,265.3,284.9
07/11 18,0.0,307.2,329.9
07/11 19,0.0,314.8,338.2
07/11 20,0.0,286.1,353.2
07/11 21,0.0,277.9,298.5
07/11 22,0.0,274.0,294.3
07/11 23,0.0,247.8,266.2
07/12 00,0.0,235.2,252.6
07/12 01,0.0,226.2,242.9
07/12 02,0.0,224.2,240.8
07/12 03,0.0,223.4,239.9
07/12 04,0.0,230.0,247.0
07/12 05,3.75,236.3,253.8
07/12 06,14.58,261.9,281.3
07/12 07,26.29,267.3,287.1
07/12 08,33.77,240.6,258.5
07/12 09,38.63,239.2,257.0
07/12 10,43.51,253.6,272.3
07/12 11,43.01,253.5,272.3
07/12 12,39.98,278.0,298.6
07/12 13,36.16,266.8,286.6
07/12 14,27.49,257.6,276.7
07/12 15,13.41,245.6,263.8
07/12 16,1.67,240.1,271.5
07/12 17,0.0,247.9,271.7
07/12 18,0.0,295.2,364.5
07/12 19,0.0,313.8,343.9
07/12 20,0.0,281.6,302.5
07/12 21,0.0,274.7,295.1
07/12 22,0.0,263.5,288.8
07/12 23,0.0,250.4,269.0
07/13 00,0.0,242.8,260.8
07/13 01,0.0,224.8,241.4
07/13 02,0.0,224.2,240.8
07/13 03,0.0,216.6,232.7
07/13 04,0.0,218.7,234.9
07/13 05,2.69,214.3,230.2
07/13 06,8.53,212.1,227.8
07/13 07,16.4,228.4,245.4
07/13 08,29.66,229.2,246.1
07/13 09,35.57,241.9,259.9
07/13 10,49.77,246.8,265.1
07/13 11,67.87,248.4,266.8
07/13 12,62.74,260.0,279.3
07/13 13,42.66,251.4,270.0
07/13 14,26.65,244.7,262.9
07/13 15,12.89,256.4,275.4
07/13 16,0.0,247.4,298.6
07/13 17,0.0,242.8,306.8
07/13 18,0.0,287.0,354.3
07/13 19,0.0,310.6,358.8
07/13 20,0.0,283.3,323.7
07/13 21,0.0,263.5,283.0
07/13 22,0.0,252.4,271.1
07/13 23,0.0,233.2,284.6
07/14 00,0.0,221.7,238.1
07/14 01,0.0,216.5,232.6
07/14 02,0.0,209.8,225.4
07/14 03,0.0,209.0,224.5
07/14 04,0.0,210.2,225.8
07/14 05,4.87,216.8,232.8
07/14 06,22.75,253.7,272.5
07/14 07,49.05,232.6,249.8
07/14 08,63.04,232.6,249.8
07/14 09,61.2,250.4,269.0
07/14 10,66.77,248.2,266.6
07/14 11,73.23,248.2,266.6
07/14 12,52.16,254.3,273.2
07/14 13,21.25,261.1,280.4
07/14 14,8.05,252.7,271.5
07/14 15,3.14,243.8,261.8
07/14 16,0.0,243.5,290.6
07/14 17,0.0,235.7,272.2
07/14 18,0.0,301.0,359.2
07/14 19,0.0,309.0,364.7
07/14 20,0.0,275.3,295.8
07/14 21,0.0,245.6,263.8
07/14 22,0.0,231.8,293.0
07/14 23,0.0,203.8,218.9
07/15 00,0.0,192.5,206.7
07/15 01,0.0,184.0,197.6
07/15 02,0.0,185.9,199.6
07/15 03,0.0,189.1,203.1
07/15 04,0.0,192.3,206.5
07/15 05,0.72,202.0,217.0
07/15 06,3.01,234.4,251.8
07/15 07,6.09,229.4,246.4
07/15 08,8.55,204.0,219.1
07/15 09,10.74,234.4,251.8
07/15 10,11.53,232.7,249.9
07/15 11,10.48,254.3,273.2
07/15 12,9.18,262.1,281.5
07/15 13,6.62,261.1,280.5
07/15 14,3.43,256.8,275.8
07/15 15,1.02,254.5,287.7
07/15 16,0.0,247.3,265.6
07/15 17,0.0,244.3,262.4
07/15 18,0.0,280.8,301.6
07/15 19,0.0,299.3,321.5
07/15 20,0.0,286.5,307.7
07/15 21,0.0,271.8,292.0
07/15 22,0.0,254.8,282.1
07/15 23,0.0,199.1,245.9
07/16 00,0.0,187.7,201.6
07/16 01,0.0,184.9,198.7
07/16 02,0.0,180.2,193.5
07/16 03,0.0,175.9,188.9
07/16 04,0.0,180.8,194.2
07/16 05,3.47,185.5,199.3
07/16 06,12.42,220.4,236.7
07/16 07,17.88,217.2,233.3
07/16 08,48.0,217.7,233.8
07/16 09,77.69,242.9,260.9
07/16 10,73.5,251.4,270.1
07/16 11,62.23,256.6,275.6
07/16 12,31.46,262.6,282.0
07/16 13,5.66,260.7,280.1
07/16 14,1.76,248.0,266.4
07/16 15,0.53,244.4,273.4
07/16 16,0.0,241.0,297.5
07/16 17,0.0,242.5,302.9
07/16 18,0.0,285.5,306.7
07/16 19,0.0,298.4,364.2
07/16 20,0.0,283.2,334.2
07/16 21,0.0,273.6,293.9
07/16 22,0.0,254.5,273.4
07/16 23,0.0,239.7,257.5
07/17 00,0.0,235.7,253.1
07/17 01,0.0,218.3,234.5
07/17 02,0.0,216.3,232.3
07/17 03,0.0,220.7,237.1
07/17 04,0.0,221.2,237.6
07/17 05,8.35,223.1,239.6
07/17 06,27.09,256.5,275.5
07/17 07,46.26,253.5,272.3
07/17 08,62.65,238.7,256.4
07/17 09,74.59,249.8,268.3
07/17 10,74.37,243.5,261.6
07/17 11,60.11,246.8,265.1
07/17 12,42.08,260.2,279.5
07/17 13,28.58,258.8,278.0
07/17 14,16.22,247.8,266.2
07/17 15,4.77,249.0,281.5
07/17 16,0.36,250.1,312.4
07/17 17,0.0,241.0,258.8
07/17 18,0.0,288.4,329.5
07/17 19,0.0,311.0,334.0
07/17 20,0.0,289.9,317.7
07/17 21,0.0,280.5,327.5
07/17 22,0.0,261.4,280.8
07/17 23,0.0,235.7,287.7
07/18 00,0.0,221.0,237.3
07/18 01,0.0,214.1,230.0
07/18 02,0.0,209.9,225.4
07/18 03,0.0,205.4,220.6
07/18 04,0.0,221.6,238.0
07/18 05,1.52,224.8,241.5
07/18 06,4.85,260.8,280.2
07/18 07,10.91,249.3,267.8
07/18 08,16.06,236.6,254.2
07/18 09,16.94,241.0,258.8
07/18 10,17.1,243.2,261.2
07/18 11,16.95,252.6,271.3
07/18 12,14.73,256.7,275.8
07/18 13,11.31,265.6,285.3
07/18 14,6.24,256.1,275.1
07/18 15,1.28,243.8,308.1
07/18 16,0.0,237.4,255.0
07/18 17,0.0,247.5,274.0
07/18 18,0.0,289.4,310.8
07/18 19,0.0,314.4,379.4
07/18 20,0.0,279.4,300.1
07/18 21,0.0,263.5,298.0
07/18 22,0.0,261.3,280.6
07/18 23,0.0,248.3,266.7
07/19 00,0.0,237.1,254.7
07/19 01,0.0,220.7,237.0
07/19 02,0.0,220.0,236.4
07/19 03,0.0,218.1,234.2
07/19 04,0.0,223.0,239.5
07/19 05,3.81,230.5,247.5
07/19 06,11.59,269.1,289.0
07/19 07,20.24,248.7,267.1
07/19 08,33.63,204.4,219.6
07/19 09,40.11,210.5,226.1
07/19 10,43.07,234.1,251.4
07/19 11,47.6,234.1,251.4
07/19 12,45.18,250.4,269.0
07/19 13,39.98,248.5,266.9
07/19 14,31.82,252.1,270.8
07/19 15,16.44,236.2,267.1
07/19 16,2.62,244.0,288.0
07/19 17,0.0,244.0,273.0
07/19 18,0.0,285.0,360.2
07/19 19,0.0,288.3,309.7
07/19 20,0.0,269.3,311.1
07/19 21,0.0,269.1,289.1
07/19 22,0.0,258.6,283.5
07/19 23,0.0,238.5,297.9
07/20 00,0.0,226.1,242.8
07/20 01,0.0,217.6,233.7
07/20 02,0.0,209.0,224.5
07/20 03,0.0,207.3,222.6
07/20 04,4.7,206.4,221.7
07/20 05,10.07,199.2,214.0
07/20 06,15.72,201.2,216.1
07/20 07,37.34,213.6,229.4
07/20 08,57.28,215.7,231.6
07/20 09,52.57,228.0,244.9
07/20 10,40.86,233.6,251.0
07/20 11,25.78,243.2,261.2
07/20 12,8.46,252.9,271.7
07/20 13,3.75,244.8,263.0
07/20 14,2.48,246.1,264.4
07/20 15,0.0,238.9,275.9
07/20 16,0.0,236.7,270.5
07/20 17,0.0,240.8,258.6
07/20 18,0.0,282.5,348.8
07/20 19,0.0,303.7,350.8
07/20 20,0.0,283.5,320.5
07/20 21,0.0,269.3,311.1
07/20 22,0.0,251.7,270.4
07/20 23,0.0,229.4,280.1
07/21 00,0.0,213.4,229.2
07/21 01,0.0,210.8,226.4
07/21 02,0.0,206.6,221.9
07/21 03,0.0,202.3,217.3
07/21 04,1.61,214.3,230.2
07/21 05,7.5,215.0,230.9
07/21 06,17.39,246.7,264.9
07/21 07,24.7,233.2,250.5
07/21 08,26.9,220.0,236.3
07/21 09,31.73,233.7,251.0
07/21 10,28.58,240.0,257.8
07/21 11,14.71,244.9,263.1
07/21 12,6.75,244.9,263.1
07/21 13,3.0,245.9,264.1
07/21 14,0.52,234.7,252.1
07/21 15,0.0,228.6,255.7
07/21 16,0.0,229.4,246.4
07/21 17,0.0,239.7,257.5
07/21 18,0.0,279.8,300.6
07/21 19,0.0,299.7,342.5
07/21 20,0.0,272.2,298.4
07/21 21,0.0,259.4,278.6
07/21 22,0.0,243.6,261.7
07/21 23,0.0,215.5,231.5
07/22 00,0.0,206.6,222.0
07/22 01,0.0,202.0,217.0
07/22 02,0.0,204.3,219.4
07/22 03,0.0,201.8,216.8
07/22 04,2.05,211.0,226.7
07/22 05,9.2,214.8,230.7
07/22 06,17.44,255.6,274.6
07/22 07,24.16,237.9,255.5
07/22 08,27.45,216.5,232.6
07/22 09,31.67,235.0,252.4
07/22 10,32.55,255.3,274.3
07/22 11,24.2,250.0,268.5
07/22 12,18.27,256.2,275.2
07/22 13,11.0,254.5,273.4
07/22 14,2.55,251.0,269.6
07/22 15,0.0,241.1,259.0
07/22 16,0.0,241.6,259.5
07/22 17,0.0,232.4,249.7
07/22 18,0.0,272.2,292.3
07/22 19,0.0,288.8,310.2
07/22 20,0.0,268.7,288.7
07/22 21,0.0,256.7,275.7
07/22 22,0.0,240.8,258.7
07/22 23,0.0,223.3,239.9
07/23 00,0.0,210.4,226.0
07/23 01,0.0,210.4,226.0
07/23 02,0.0,204.9,220.1
07/23 03,0.0,201.1,216.0
07/23 04,6.45,209.3,224.8
07/23 05,12.07,219.2,235.4
07/23 06,18.4,259.8,279.0
07/23 07,40.45,237.0,254.5
07/23 08,60.12,225.8,242.6
07/23 09,63.35,251.3,270.0
07/23 10,67.55,265.1,284.8
07/23 11,65.76,253.9,272.7
07/23 12,47.53,268.9,288.8
07/23 13,32.34,265.4,285.1
07/23 14,16.75,249.6,268.1
07/23 15,2.97,240.6,258.4
07/23 16,0.0,240.2,296.6
07/23 17,0.0,235.6,253.1
07/23 18,0.0,278.0,298.6
07/23 19,0.0,295.3,368.8
07/23 20,0.0,277.4,304.1
07/23 21,0.0,259.1,278.3
07/23 22,0.0,246.7,278.9
07/23 23,0.0,237.1,273.9
07/24 00,0.0,226.5,243.3
07/24 01,0.0,218.8,235.0
07/24 02,0.0,216.4,232.5
07/24 03,0.0,215.0,230.9
07/24 04,6.08,215.4,231.4
07/24 05,16.36,222.2,238.7
07/24 06,27.36,258.2,277.4
07/24 07,34.2,234.4,251.8
07/24 08,33.96,223.1,239.6
07/24 09,46.02,243.1,261.1
07/24 10,49.55,243.7,261.8
07/24 11,45.78,249.9,268.4
07/24 12,40.36,275.9,296.3
07/24 13,17.15,256.9,276.0
07/24 14,2.56,245.2,263.4
07/24 15,0.0,231.0,250.6
07/24 16,0.0,225.7,242.4
07/24 17,0.0,231.6,259.1
07/24 18,0.0,271.9,339.6
07/24 19,0.0,292.1,313.8
07/24 20,0.0,271.5,291.6
07/24 21,0.0,267.3,287.1
07/24 22,0.0,249.3,267.8
07/24 23,0.0,233.9,251.2
07/25 00,0.0,224.6,241.2
07/25 01,0.0,221.2,237.6
07/25 02,0.0,215.6,231.5
07/25 03,0.0,210.3,225.9
07/25 04,5.0,218.8,235.1
07/25 05,28.72,218.4,234.6
07/25 06,57.72,265.1,284.7
07/25 07,58.4,241.0,258.9
07/25 08,48.83,230.6,247.7
07/25 09,40.71,238.4,256.1
07/25 10,21.18,247.4,265.7
07/25 11,12.51,260.7,280.1
07/25 12,14.98,278.2,298.8
07/25 13,17.4,257.9,277.0
07/25 14,12.38,251.6,270.2
07/25 15,2.2,237.7,271.6
07/25 16,0.0,233.4,250.7
07/25 17,0.0,245.1,263.3
07/25 18,0.0,287.0,328.0
07/25 19,0.0,296.8,318.8
07/25 20,0.0,273.7,326.7
07/25 21,0.0,260.2,288.1
07/25 22,0.0,249.1,314.8
07/25 23,0.0,240.4,283.8
07/26 00,0.0,225.9,242.7
07/26 01,0.0,219.8,236.1
07/26 02,0.0,216.1,232.1
07/26 03,0.0,214.8,230.7
07/26 04,3.73,219.6,235.8
07/26 05,13.81,214.1,229.9
07/26 06,28.6,243.2,261.3
07/26 07,37.84,248.7,267.1
07/26 08,46.05,235.1,252.5
07/26 09,47.2,219.0,235.3
07/26 10,43.56,205.2,220.4
07/26 11,34.08,232.3,249.5
07/26 12,11.77,265.8,285.5
07/26 13,2.09,252.1,270.8
07/26 14,0.88,244.5,262.7
07/26 15,0.0,248.8,300.2
07/26 16,0.0,246.9,270.6
07/26 17,0.0,244.5,308.9
07/26 18,0.0,293.7,325.2
07/26 19,0.0,302.1,324.5
07/26 20,0.0,272.4,292.6
07/26 21,0.0,263.8,283.4
07/26 22,0.0,248.0,266.3
07/26 23,0.0,246.7,265.0
07/27 00,0.0,236.6,254.1
07/27 01,0.0,225.2,241.9
07/27 02,0.0,216.9,233.0
07/27 03,0.0,216.1,232.1
07/27 04,8.58,215.8,231.8
07/27 05,26.94,207.2,222.6
07/27 06,45.47,208.5,223.9
07/27 07,56.7,219.5,235.8
07/27 08,63.29,215.7,231.7
07/27 09,69.04,221.2,237.6
07/27 10,65.7,223.0,239.6
07/27 11,59.76,238.5,256.2
07/27 12,51.07,252.4,271.1
07/27 13,33.33,249.2,267.7
07/27 14,13.83,249.2,267.7
07/27 15,2.11,245.5,289.8
07/27 16,0.0,246.2,264.5
07/27 17,0.0,242.3,276.8
07/27 18,0.0,285.3,326.1
07/27 19,0.0,296.0,341.9
07/27 20,0.0,277.1,300.6
07/27 21,0.0,261.0,280.4
07/27 22,0.0,249.0,267.5
07/27 23,0.0,233.5,253.3
07/28 00,0.0,223.9,240.5
07/28 01,0.0,215.0,231.0
07/28 02,0.0,214.9,230.8
07/28 03,0.0,215.9,231.9
07/28 04,9.25,219.0,235.2
07/28 05,29.12,228.6,245.5
07/28 06,48.87,256.9,276.0
07/28 07,60.93,229.0,246.0
07/28 08,66.41,201.8,216.7
07/28 09,70.59,188.0,202.0
07/28 10,70.67,211.5,227.2
07/28 11,64.6,229.0,246.0
07/28 12,52.9,227.1,243.9
07/28 13,36.85,227.2,244.0
07/28 14,16.93,220.6,237.0
07/28 15,3.05,216.6,235.0
07/28 16,0.0,203.5,220.8
07/28 17,0.0,194.2,226.8
07/28 18,0.0,232.8,250.0
07/28 19,0.0,254.5,273.3
07/28 20,0.0,233.2,250.4
07/28 21,0.0,224.8,262.5
07/28 22,0.0,209.5,231.9
07/28 23,0.0,192.3,206.6
07/29 00,0.0,187.0,200.9
07/29 01,0.0,180.9,194.3
07/29 02,0.0,182.7,196.2
07/29 03,0.0,176.6,189.6
07/29 04,10.18,184.7,198.4
07/29 05,32.47,188.5,202.5
07/29 06,53.45,215.3,231.2
07/29 07,67.34,192.5,206.8
07/29 08,74.89,191.7,205.9
07/29 09,78.08,209.6,225.2
07/29 10,76.41,223.1,239.7
07/29 11,69.2,226.7,243.5
07/29 12,56.78,230.7,247.8
07/29 13,39.06,233.8,251.1
07/29 14,16.94,224.3,240.9
07/29 15,2.53,214.7,230.6
07/29 16,0.0,204.8,220.0
07/29 17,0.0,203.8,225.6
07/29 18,0.0,236.5,264.6
07/29 19,0.0,263.4,314.3
07/29 20,0.0,238.4,264.0
07/29 21,0.0,225.8,275.7
07/29 22,0.0,210.1,265.5
07/29 23,0.0,196.0,210.5
07/30 00,0.0,187.9,201.8
07/30 01,0.0,179.4,192.7
07/30 02,0.0,177.9,191.1
07/30 03,0.0,174.7,187.6
07/30 04,1.59,186.5,200.3
07/30 05,4.88,186.5,200.3
07/30 06,9.26,221.0,237.4
07/30 07,16.62,206.5,221.8
07/30 08,25.0,205.7,221.0
07/30 09,29.28,218.4,234.6
07/30 10,24.8,218.1,234.2
07/30 11,18.22,246.6,264.8
07/30 12,12.9,250.9,269.5
07/30 13,6.16,252.4,271.2
07/30 14,1.72,246.7,265.0
07/30 15,0.0,234.9,265.6
07/30 16,0.0,224.8,241.4
07/30 17,0.0,213.8,229.6
07/30 18,0.0,264.9,284.5
07/30 19,0.0,282.9,303.9
07/30 20,0.0,263.0,300.5
07/30 21,0.0,255.6,308.5
07/30 22,0.0,237.2,254.8
07/30 23,0.0,223.2,239.7
07/31 00,0.0,215.0,231.0
07/31 01,0.0,206.5,221.8
07/31 02,0.0,203.7,218.7
07/31 03,0.0,202.5,217.5
07/31 04,4.15,213.1,228.9
07/31 05,18.26,219.0,235.2
07/31 06,32.26,252.8,271.5
07/31 07,37.98,239.0,256.8
07/31 08,38.22,208.4,223.9
07/31 09,40.2,200.9,215.8
07/31 10,45.36,204.3,219.5
07/31 11,45.07,208.0,223.4
07/31 12,31.08,212.4,228.2
07/31 13,10.08,195.6,210.1
07/31 14,0.72,190.7,204.8
07/31 15,0.0,187.5,236.9
07/31 16,0.0,182.2,195.7
07/31 17,0.0,183.3,214.0
07/31 18,0.0,219.9,271.4
07/31 19,0.0,241.4,270.1
07/31 20,0.0,220.9,237.3
07/31 21,0.0,205.7,248.2
07/31 22,0.0,192.2,222.0
07/31 23,0.0,178.5,223.0
08/01 00,0.0,169.0,181.6
08/01 01,0.0,160.9,172.8
08/01 02,0.0,163.0,175.1
08/01 03,0.0,165.4,177.7
08/01 04,0.35,167.8,180.2
08/01 05,1.45,173.5,186.4
08/01 06,4.67,205.4,220.7
08/01 07,15.25,183.4,197.0
08/01 08,26.87,173.1,185.9
08/01 09,32.84,191.3,205.5
08/01 10,42.27,195.4,209.9
08/01 11,42.9,224.6,241.2
08/01 12,30.77,250.6,269.1
08/01 13,23.69,240.3,258.1
08/01 14,15.09,229.9,246.9
08/01 15,3.88,217.6,259.7
08/01 16,0.0,213.0,228.8
08/01 17,0.0,214.8,259.3
08/01 18,0.0,265.1,284.7
08/01 19,0.0,277.5,317.1
08/01 20,0.0,259.0,312.6
08/01 21,0.0,239.1,256.9
08/01 22,0.0,231.4,276.2
08/01 23,0.0,227.9,244.7
08/02 00,0.0,217.3,233.4
08/02 01,0.0,206.2,221.4
08/02 02,0.0,206.8,222.2
08/02 03,0.0,204.3,219.5
08/02 04,2.2,209.1,224.6
08/02 05,8.17,221.4,237.8
08/02 06,16.12,247.4,265.7
08/02 07,24.1,226.3,243.1
08/02 08,26.32,200.9,215.7
08/02 09,19.88,190.7,204.9
08/02 10,17.95,190.2,204.2
08/02 11,18.8,233.4,250.7
08/02 12,11.49,243.8,261.9
08/02 13,4.14,240.9,258.7
08/02 14,0.88,232.1,249.3
08/02 15,0.0,230.3,247.4
08/02 16,0.0,225.7,278.6
08/02 17,0.0,222.4,238.8
08/02 18,0.0,256.9,293.6
08/02 19,0.0,266.7,321.9
08/02 20,0.0,254.3,303.5
08/02 21,0.0,249.6,268.1
08/02 22,0.0,239.8,257.6
08/02 23,0.0,236.9,299.4
08/03 00,0.0,226.2,242.9
08/03 01,0.0,218.8,235.0
08/03 02,0.0,210.5,226.0
08/03 03,0.0,209.5,225.0
08/03 04,2.3,204.7,219.9
08/03 05,9.81,201.0,215.9
08/03 06,22.31,208.3,223.7
08/03 07,34.7,211.8,227.4
08/03 08,38.48,205.1,220.3
08/03 09,39.03,212.3,228.0
08/03 10,35.48,210.5,226.1
08/03 11,28.71,215.3,231.3
08/03 12,22.83,224.2,240.8
08/03 13,13.15,231.2,248.4
08/03 14,4.19,215.3,231.2
08/03 15,0.0,209.6,225.1
08/03 16,0.0,199.7,214.5
08/03 17,0.0,205.9,254.2
08/03 18,0.0,242.9,299.9
08/03 19,0.0,264.4,292.7
08/03 20,0.0,239.5,276.6
08/03 21,0.0,226.3,243.1
08/03 22,0.0,214.6,262.0
08/03 23,0.0,209.3,224.8
08/04 00,0.0,202.3,217.3
08/04 01,0.0,192.8,207.1
08/04 02,0.0,196.8,211.4
08/04 03,0.0,197.0,211.6
08/04 04,3.16,201.2,216.1
08/04 05,14.31,206.3,221.6
08/04 06,28.09,245.9,264.1
08/04 07,37.93,234.7,252.1
08/04 08,43.72,190.8,204.9
08/04 09,40.35,225.4,242.1
08/04 10,31.51,237.3,254.9
08/04 11,24.4,254.1,272.9
08/04 12,17.95,260.4,279.7
08/04 13,10.11,247.4,265.7
08/04 14,2.65,237.3,254.9
08/04 15,0.0,217.9,234.1
08/04 16,0.0,210.5,245.7
08/04 17,0.0,209.9,225.5
08/04 18,0.0,258.7,298.8
08/04 19,0.0,272.4,344.2
08/04 20,0.0,251.8,300.5
08/04 21,0.0,242.3,260.2
08/04 22,0.0,225.8,275.6
08/04 23,0.0,214.9,230.8
08/05 00,0.0,207.1,222.5
08/05 01,0.0,200.0,214.8
08/05 02,0.0,201.9,216.9
08/05 03,0.0,199.7,214.5
08/05 04,8.61,201.8,216.7
08/05 05,27.85,210.1,225.7
08/05 06,44.62,234.4,251.8
08/05 07,60.52,216.6,232.7
08/05 08,74.0,213.3,229.1
08/05 09,75.45,215.9,231.9
08/05 10,70.53,225.3,242.0
08/05 11,64.1,230.5,247.6
08/05 12,52.43,239.3,257.0
08/05 13,35.1,233.0,250.2
08/05 14,15.64,223.8,240.4
08/05 15,2.77,206.6,241.2
08/05 16,0.0,205.6,232.5
08/05 17,0.0,215.5,233.8
08/05 18,0.0,262.3,281.7
08/05 19,0.0,273.8,300.1
08/05 20,0.0,247.3,279.6
08/05 21,0.0,236.0,253.5
08/05 22,0.0,221.8,238.2
08/05 23,0.0,209.7,225.2
08/06 00,0.0,203.0,218.0
08/06 01,0.0,196.9,211.5
08/06 02,0.0,197.4,212.0
08/06 03,0.0,192.3,206.5
08/06 04,6.11,197.8,212.5
08/06 05,22.45,203.9,219.0
08/06 06,44.55,250.5,269.0
08/06 07,59.3,235.5,253.0
08/06 08,63.02,220.1,236.4
08/06 09,64.75,225.8,242.6
08/06 10,62.07,225.6,242.3
08/06 11,46.45,229.4,246.4
08/06 12,28.25,240.2,258.0
08/06 13,14.51,238.9,256.6
08/06 14,3.25,225.1,241.7
08/06 15,0.0,209.5,225.0
08/06 16,0.0,201.6,248.9
08/06 17,0.0,197.6,233.2
08/06 18,0.0,250.4,312.8
08/06 19,0.0,276.4,299.9
08/06 20,0.0,245.0,306.0
08/06 21,0.0,237.5,296.6
08/06 22,0.0,222.3,238.7
08/06 23,0.0,215.3,231.3
08/07 00,0.0,201.4,216.3
08/07 01,0.0,196.7,211.3
08/07 02,0.0,195.0,209.4
08/07 03,0.0,190.7,204.8
08/07 04,2.07,193.1,207.4
08/07 05,6.48,202.0,217.0
08/07 06,12.15,234.1,251.4
08/07 07,21.92,226.9,243.7
08/07 08,28.92,198.8,213.6
08/07 09,28.52,196.7,211.2
08/07 10,26.7,206.3,221.6
08/07 11,24.9,226.6,243.4
08/07 12,19.2,262.9,282.4
08/07 13,7.89,263.8,283.3
08/07 14,0.69,216.5,232.6
08/07 15,0.0,214.4,258.8
08/07 16,0.0,207.4,262.1
08/07 17,0.0,208.1,223.6
08/07 18,0.0,258.1,277.3
08/07 19,0.0,274.7,320.7
08/07 20,0.0,250.9,269.5
08/07 21,0.0,235.7,255.7
08/07 22,0.0,222.0,271.0
08/07 23,0.0,212.1,227.8
08/08 00,0.0,206.4,221.7
08/08 01,0.0,201.8,216.7
08/08 02,0.0,200.6,215.5
08/08 03,0.0,200.6,215.4
08/08 04,5.35,202.9,218.0
08/08 05,13.32,214.9,230.8
08/08 06,21.25,244.2,262.3
08/08 07,26.3,239.7,257.5
08/08 08,27.65,230.8,247.9
08/08 09,33.34,237.1,254.7
08/08 10,36.63,261.6,281.0
08/08 11,35.67,253.6,272.4
08/08 12,37.64,262.4,281.9
08/08 13,34.48,266.9,286.6
08/08 14,18.66,235.6,253.1
08/08 15,4.14,221.3,237.7
08/08 16,0.0,217.1,233.2
08/08 17,0.0,221.3,237.7
08/08 18,0.0,267.5,287.3
08/08 19,0.0,281.9,356.3
08/08 20,0.0,260.5,317.9
08/08 21,0.0,245.0,263.1
08/08 22,0.0,229.0,273.3
08/08 23,0.0,223.1,239.7
08/09 00,0.0,215.1,231.0
08/09 01,0.0,202.2,217.1
08/09 02,0.0,200.0,214.8
08/09 03,0.0,197.7,212.3
08/09 04,9.68,204.8,220.0
08/09 05,28.69,212.8,228.6
08/09 06,51.42,248.1,266.5
08/09 07,61.95,233.8,251.2
08/09 08,65.61,229.6,246.6
08/09 09,67.34,251.0,269.6
08/09 10,56.82,240.1,257.9
08/09 11,46.91,238.5,256.1
08/09 12,30.85,256.4,275.4
08/09 13,12.42,255.3,274.2
08/09 14,2.51,245.1,263.3
08/09 15,0.0,235.7,272.2
08/09 16,0.0,233.3,281.6
08/09 17,0.0,238.7,291.3
08/09 18,0.0,266.9,286.7
08/09 19,0.0,280.7,354.7
08/09 20,0.0,266.6,333.0
08/09 21,0.0,253.4,312.9
08/09 22,0.0,240.7,304.1
08/09 23,0.0,235.5,252.9
08/10 00,0.0,226.9,243.7
08/10 01,0.0,215.5,231.5
08/10 02,0.0,210.0,225.6
08/10 03,0.0,201.5,216.5
08/10 04,9.75,202.2,217.2
08/10 05,29.4,196.6,211.2
08/10 06,47.43,206.3,221.5
