Timestamp,Production (kW),Load kW,Load kVA
08/10 07,61.32,219.3,235.5
08/10 08,70.57,216.5,232.5
08/10 09,74.2,219.6,235.9
08/10 10,72.52,221.7,238.1
08/10 11,65.73,234.2,251.5
08/10 12,54.23,252.9,271.7
08/10 13,37.87,245.9,264.1
08/10 14,16.98,238.2,255.8
08/10 15,3.04,237.2,292.9
08/10 16,0.0,234.6,262.5
08/10 17,0.0,224.6,241.2
08/10 18,0.0,276.4,296.9
08/10 19,0.0,288.8,310.2
08/10 20,0.0,269.4,289.4
08/10 21,0.0,243.7,261.8
08/10 22,0.0,228.3,245.2
08/10 23,0.0,221.2,237.6
08/11 00,0.0,214.4,230.3
08/11 01,0.0,209.2,224.7
08/11 02,0.0,204.7,219.9
08/11 03,0.0,207.0,222.4
08/11 04,11.35,212.5,228.2
08/11 05,34.45,223.4,240.0
08/11 06,55.08,244.1,262.2
08/11 07,69.94,245.0,263.1
08/11 08,78.83,242.0,260.0
08/11 09,82.16,241.8,259.7
08/11 10,80.46,251.1,269.8
08/11 11,74.23,258.7,277.9
08/11 12,62.42,270.5,290.5
08/11 13,44.32,267.2,287.0
08/11 14,20.98,261.3,280.6
08/11 15,4.07,250.5,269.0
08/11 16,0.0,241.8,288.6
08/11 17,0.0,245.7,263.9
08/11 18,0.0,292.4,314.1
08/11 19,0.0,314.7,338.0
08/11 20,0.0,279.6,300.4
08/11 21,0.0,258.0,307.9
08/11 22,0.0,248.1,286.6
08/11 23,0.0,227.7,244.5
08/12 00,0.0,216.1,232.2
08/12 01,0.0,208.2,223.6
08/12 02,0.0,210.0,225.5
08/12 03,0.0,209.5,225.1
08/12 04,10.48,211.4,227.0
08/12 05,32.55,222.6,239.1
08/12 06,50.17,251.5,270.2
08/12 07,63.83,255.0,273.9
08/12 08,74.17,235.6,253.1
08/12 09,73.72,245.9,264.1
08/12 10,67.68,258.6,277.7
08/12 11,57.92,268.5,288.3
08/12 12,42.32,291.7,313.4
08/12 13,26.48,279.2,299.9
08/12 14,10.61,265.2,284.9
08/12 15,0.97,249.2,270.4
08/12 16,0.0,250.7,302.5
08/12 17,0.0,245.0,283.0
08/12 18,0.0,283.1,304.1
08/12 19,0.0,296.4,346.1
08/12 20,0.0,287.5,318.4
08/12 21,0.0,260.0,284.9
08/12 22,0.0,236.3,259.0
08/12 23,0.0,228.2,252.7
08/13 00,0.0,218.5,234.7
08/13 01,0.0,208.1,223.6
08/13 02,0.0,208.1,223.6
08/13 03,0.0,207.9,223.4
08/13 04,0.48,208.6,224.0
08/13 05,5.17,223.9,240.5
08/13 06,9.73,258.8,278.0
08/13 07,13.12,259.0,278.2
08/13 08,19.13,245.0,263.2
08/13 09,36.75,251.6,270.3
08/13 10,55.12,278.8,299.5
08/13 11,59.69,275.2,295.6
08/13 12,55.53,309.2,332.1
08/13 13,43.17,291.1,312.7
08/13 14,23.19,264.3,283.9
08/13 15,4.92,255.1,315.0
08/13 16,0.0,246.4,290.9
08/13 17,0.0,236.7,264.8
08/13 18,0.0,295.1,317.0
08/13 19,0.0,321.0,344.8
08/13 20,0.0,284.9,322.1
08/13 21,0.0,269.0,328.3
08/13 22,0.0,257.4,317.9
08/13 23,0.0,241.2,267.1
08/14 00,0.0,237.6,255.2
08/14 01,0.0,228.8,245.7
08/14 02,0.0,224.1,240.7
08/14 03,0.0,223.5,240.0
08/14 04,2.62,229.5,246.5
08/14 05,7.04,246.6,264.8
08/14 06,22.78,282.1,303.0
08/14 07,41.85,271.1,291.2
08/14 08,48.63,256.7,275.7
08/14 09,47.57,269.2,289.2
08/14 10,36.81,279.2,299.9
08/14 11,33.84,280.5,301.3
08/14 12,40.91,289.7,311.1
08/14 13,37.99,284.4,305.5
08/14 14,20.87,263.9,283.5
08/14 15,4.38,249.9,268.4
08/14 16,0.0,236.7,289.0
08/14 17,0.0,242.8,260.8
08/14 18,0.0,300.6,322.8
08/14 19,0.0,316.4,373.5
08/14 20,0.0,278.0,298.6
08/14 21,0.0,264.9,284.5
08/14 22,0.0,251.1,269.7
08/14 23,0.0,239.1,256.8
08/15 00,0.0,228.9,245.8
08/15 01,0.0,219.9,236.2
08/15 02,0.0,217.2,233.4
08/15 03,0.0,220.0,236.3
08/15 04,2.08,223.6,240.2
08/15 05,7.64,237.6,255.2
08/15 06,13.9,272.8,293.1
08/15 07,18.62,256.1,275.1
08/15 08,21.28,244.3,262.5
08/15 09,22.12,243.6,261.7
08/15 10,20.42,254.3,273.1
08/15 11,17.77,275.4,295.8
08/15 12,13.75,305.2,327.8
08/15 13,7.42,281.6,302.5
08/15 14,2.17,256.2,275.2
08/15 15,0.0,247.8,266.2
08/15 16,0.0,253.9,272.7
08/15 17,0.0,240.4,258.2
08/15 18,0.0,284.8,329.0
08/15 19,0.0,293.7,315.5
08/15 20,0.0,273.9,323.3
08/15 21,0.0,262.8,306.8
08/15 22,0.0,250.5,280.3
08/15 23,0.0,242.1,282.6
08/16 00,0.0,234.2,251.5
08/16 01,0.0,220.8,237.2
08/16 02,0.0,220.4,236.8
08/16 03,0.0,219.0,235.3
08/16 04,4.45,226.4,243.1
08/16 05,13.81,236.2,253.7
08/16 06,30.58,274.4,294.7
08/16 07,28.69,274.3,294.6
08/16 08,23.8,245.8,264.0
08/16 09,43.27,246.7,264.9
08/16 10,58.43,252.5,271.3
08/16 11,67.89,267.7,287.5
08/16 12,64.76,299.0,321.2
08/16 13,35.52,272.8,293.0
08/16 14,6.58,244.9,263.0
08/16 15,0.0,243.5,261.5
08/16 16,0.0,250.2,274.2
08/16 17,0.0,252.1,270.8
08/16 18,0.0,300.7,323.0
08/16 19,0.0,307.1,354.7
08/16 20,0.0,280.6,324.0
08/16 21,0.0,266.7,295.3
08/16 22,0.0,255.9,295.5
08/16 23,0.0,239.4,295.6
08/17 00,0.0,232.8,250.1
08/17 01,0.0,224.8,241.5
08/17 02,0.0,221.2,237.6
08/17 03,0.0,214.7,230.6
08/17 04,11.64,215.0,230.9
08/17 05,37.08,210.8,226.5
08/17 06,60.06,228.3,245.2
08/17 07,75.14,226.1,242.8
08/17 08,83.55,233.2,250.5
08/17 09,86.27,247.5,265.8
08/17 10,84.23,242.8,260.8
08/17 11,77.3,240.4,258.2
08/17 12,64.47,256.1,275.0
08/17 13,45.32,253.2,271.9
08/17 14,21.34,238.3,256.0
08/17 15,4.18,248.1,266.5
08/17 16,0.0,250.5,286.3
08/17 17,0.0,251.7,270.4
08/17 18,0.0,296.3,361.7
08/17 19,0.0,323.0,398.7
08/17 20,0.0,283.2,304.2
08/17 21,0.0,264.5,295.9
08/17 22,0.0,247.8,266.2
08/17 23,0.0,233.1,250.3
08/18 00,0.0,222.4,238.8
08/18 01,0.0,221.4,237.8
08/18 02,0.0,221.2,237.6
08/18 03,0.0,222.2,238.6
08/18 04,5.24,228.5,245.5
08/18 05,12.94,240.2,258.1
08/18 06,26.93,282.4,303.3
08/18 07,42.44,290.1,311.6
08/18 08,44.66,249.1,267.5
08/18 09,36.62,233.5,250.8
08/18 10,24.61,252.6,271.3
08/18 11,17.67,273.8,294.1
08/18 12,16.53,287.9,309.2
08/18 13,11.86,283.1,304.1
08/18 14,4.45,268.5,288.4
08/18 15,1.2,251.3,270.0
08/18 16,0.0,256.4,275.4
08/18 17,0.0,253.0,280.2
08/18 18,0.0,300.3,322.5
08/18 19,0.0,312.8,336.0
08/18 20,0.0,277.3,297.8
08/18 21,0.0,257.3,282.0
08/18 22,0.0,246.9,265.2
08/18 23,0.0,227.9,249.8
08/19 00,0.0,220.3,236.7
08/19 01,0.0,214.9,230.8
08/19 02,0.0,219.1,235.3
08/19 03,0.0,213.9,229.8
08/19 04,5.75,223.2,239.7
08/19 05,20.73,235.4,252.9
08/19 06,35.59,273.3,293.6
08/19 07,54.65,281.4,302.3
08/19 08,67.71,249.9,268.5
08/19 09,68.89,259.4,278.6
08/19 10,72.88,272.7,292.9
08/19 11,63.3,281.5,302.3
08/19 12,45.49,295.6,317.5
08/19 13,33.83,292.8,314.5
08/19 14,17.73,282.7,303.6
08/19 15,3.64,282.4,333.4
08/19 16,0.0,269.1,304.3
08/19 17,0.0,266.0,336.1
08/19 18,0.0,303.4,325.9
08/19 19,0.0,318.8,342.5
08/19 20,0.0,288.7,319.7
08/19 21,0.0,270.1,290.2
08/19 22,0.0,251.9,270.6
08/19 23,0.0,241.0,264.1
08/20 00,0.0,226.1,242.9
08/20 01,0.0,222.7,239.2
08/20 02,0.0,221.6,238.0
08/20 03,0.0,223.1,239.6
08/20 04,7.59,225.9,242.7
08/20 05,14.0,236.4,253.9
08/20 06,21.69,274.6,294.9
08/20 07,36.5,295.1,316.9
08/20 08,42.39,253.0,271.8
08/20 09,39.53,266.0,285.7
08/20 10,35.0,275.5,295.9
08/20 11,37.6,274.5,294.8
08/20 12,34.52,296.9,318.9
08/20 13,16.99,289.2,310.6
08/20 14,3.23,268.8,288.7
08/20 15,0.0,262.8,282.3
08/20 16,0.0,258.1,277.2
08/20 17,0.0,254.3,273.1
08/20 18,0.0,301.5,363.9
08/20 19,0.0,328.7,383.8
08/20 20,0.0,293.1,353.7
08/20 21,0.0,269.3,289.2
08/20 22,0.0,255.9,274.9
08/20 23,0.0,238.1,255.7
08/21 00,0.0,228.0,244.9
08/21 01,0.0,224.2,240.8
08/21 02,0.0,219.3,235.6
08/21 03,0.0,219.3,235.6
08/21 04,1.75,225.2,241.9
08/21 05,12.15,239.4,257.1
08/21 06,20.4,270.0,290.0
08/21 07,47.07,294.2,316.0
08/21 08,71.8,257.4,276.4
08/21 09,69.34,284.2,305.3
08/21 10,68.91,281.3,302.2
08/21 11,48.3,296.3,318.2
08/21 12,33.02,330.9,355.5
08/21 13,34.93,312.1,335.2
08/21 14,20.48,299.0,321.1
08/21 15,4.17,281.9,302.7
08/21 16,0.0,275.9,296.3
08/21 17,0.0,266.5,336.8
08/21 18,0.0,308.4,331.3
08/21 19,0.0,340.7,373.4
08/21 20,0.0,292.9,314.6
08/21 21,0.0,272.7,318.3
08/21 22,0.0,261.0,326.0
08/21 23,0.0,242.4,292.5
08/22 00,0.0,231.5,248.7
08/22 01,0.0,226.8,243.7
08/22 02,0.0,225.5,242.2
08/22 03,0.0,233.2,250.5
08/22 04,2.88,228.6,245.5
08/22 05,10.08,240.4,258.2
08/22 06,24.27,273.2,293.5
08/22 07,43.56,302.0,324.3
08/22 08,58.66,271.6,291.7
08/22 09,63.65,282.8,303.8
08/22 10,61.88,290.2,311.7
08/22 11,53.88,287.0,308.3
08/22 12,44.81,307.8,330.6
08/22 13,37.99,299.9,322.2
08/22 14,21.12,293.7,315.5
08/22 15,4.63,293.2,314.9
08/22 16,0.0,277.6,317.2
08/22 17,0.0,271.1,291.1
08/22 18,0.0,320.8,344.6
08/22 19,0.0,333.9,358.7
08/22 20,0.0,302.6,373.6
08/22 21,0.0,283.0,303.9
08/22 22,0.0,265.6,285.3
08/22 23,0.0,248.9,287.5
08/23 00,0.0,233.8,251.2
08/23 01,0.0,227.4,244.2
08/23 02,0.0,230.4,247.5
08/23 03,0.62,233.1,250.4
08/23 04,14.35,236.8,254.3
08/23 05,35.6,238.2,255.9
08/23 06,56.39,273.8,294.1
08/23 07,65.6,278.6,299.3
08/23 08,64.54,255.8,274.8
08/23 09,58.76,272.2,292.4
08/23 10,34.95,276.9,297.4
08/23 11,25.9,282.3,303.2
08/23 12,35.49,297.8,319.9
08/23 13,34.4,281.0,301.8
08/23 14,17.9,264.3,283.9
08/23 15,2.97,250.3,268.9
08/23 16,0.0,246.4,304.2
08/23 17,0.0,250.8,269.4
08/23 18,0.0,303.0,325.4
08/23 19,0.0,315.7,342.5
08/23 20,0.0,283.7,307.8
08/23 21,0.0,283.2,304.2
08/23 22,0.0,271.5,335.2
08/23 23,0.0,253.1,271.9
08/24 00,0.0,243.9,261.9
08/24 01,0.0,234.7,252.1
08/24 02,0.0,233.2,250.4
08/24 03,0.4,222.2,238.7
08/24 04,13.07,220.6,236.9
08/24 05,34.38,211.2,226.9
08/24 06,51.94,224.5,241.2
08/24 07,58.44,235.8,253.2
08/24 08,54.85,228.4,245.3
08/24 09,58.38,237.6,255.2
08/24 10,49.73,250.3,268.9
08/24 11,20.42,244.1,262.2
08/24 12,6.68,266.5,286.2
08/24 13,7.6,277.0,297.5
08/24 14,3.9,266.6,286.4
08/24 15,0.77,260.4,279.7
08/24 16,0.0,262.0,281.4
08/24 17,0.0,258.2,322.5
08/24 18,0.0,319.1,342.8
08/24 19,0.0,334.0,358.8
08/24 20,0.0,282.5,316.1
08/24 21,0.0,272.4,304.8
08/24 22,0.0,261.3,308.5
08/24 23,0.0,236.0,284.8
08/25 00,0.0,235.4,252.9
08/25 01,0.0,225.6,242.3
08/25 02,0.0,226.8,243.7
08/25 03,0.51,231.8,249.0
08/25 04,8.11,233.5,250.8
08/25 05,23.41,240.3,258.1
08/25 06,37.89,270.7,290.8
08/25 07,51.93,297.2,319.2
08/25 08,66.41,261.9,281.3
08/25 09,72.3,261.1,280.5
08/25 10,69.08,267.9,287.8
08/25 11,68.3,281.5,302.4
08/25 12,63.17,307.5,330.3
08/25 13,45.4,298.6,320.7
08/25 14,21.6,275.2,295.6
08/25 15,4.38,267.7,302.7
08/25 16,0.0,264.0,298.5
08/25 17,0.0,256.4,275.4
08/25 18,0.0,311.6,334.7
08/25 19,0.0,327.7,362.9
08/25 20,0.0,290.2,350.2
08/25 21,0.0,282.0,309.0
08/25 22,0.0,265.6,285.2
08/25 23,0.0,244.1,262.2
08/26 00,0.0,229.3,246.3
08/26 01,0.0,217.6,233.7
08/26 02,0.0,221.3,237.8
08/26 03,0.55,224.9,241.6
08/26 04,13.11,225.7,242.4
08/26 05,38.33,235.4,252.8
08/26 06,51.56,273.4,293.7
08/26 07,53.55,297.1,319.1
08/26 08,49.9,261.0,280.3
08/26 09,40.29,276.2,296.7
08/26 10,25.35,283.2,304.2
08/26 11,9.03,281.5,302.4
08/26 12,4.01,296.5,318.5
08/26 13,2.88,284.9,306.0
08/26 14,0.92,269.9,289.9
08/26 15,0.0,274.6,294.9
08/26 16,0.0,265.4,335.4
08/26 17,0.0,255.0,273.9
08/26 18,0.0,301.2,323.5
08/26 19,0.0,331.6,356.1
08/26 20,0.0,293.4,318.3
08/26 21,0.0,265.1,284.8
08/26 22,0.0,253.9,272.7
08/26 23,0.0,240.9,258.8
08/27 00,0.0,223.2,239.7
08/27 01,0.0,214.8,230.7
08/27 02,0.0,215.3,231.3
08/27 03,0.7,222.6,239.1
08/27 04,11.6,221.9,238.4
08/27 05,31.75,232.8,250.0
08/27 06,49.68,273.9,294.2
08/27 07,62.14,292.2,313.8
08/27 08,70.84,255.9,274.9
08/27 09,73.23,242.2,260.2
08/27 10,71.43,242.5,260.5
08/27 11,67.83,271.9,292.0
08/27 12,57.03,292.3,314.0
08/27 13,39.87,284.8,305.9
08/27 14,18.52,278.8,299.4
08/27 15,3.77,266.6,321.8
08/27 16,0.0,257.1,287.7
08/27 17,0.0,262.7,320.6
08/27 18,0.0,311.7,334.8
08/27 19,0.0,342.0,378.7
08/27 20,0.0,299.6,325.0
08/27 21,0.0,277.4,298.0
08/27 22,0.0,261.3,289.4
08/27 23,0.0,249.3,267.8
08/28 00,0.0,236.0,253.5
08/28 01,0.0,224.9,241.6
08/28 02,0.0,226.7,243.5
08/28 03,0.84,234.8,252.2
08/28 04,14.17,229.6,246.7
08/28 05,39.9,236.7,254.3
08/28 06,39.23,277.4,297.9
08/28 07,33.04,293.0,314.7
08/28 08,48.86,267.6,287.4
08/28 09,67.0,274.7,295.0
08/28 10,62.24,284.9,306.0
08/28 11,37.6,285.6,306.8
08/28 12,24.2,304.1,326.7
08/28 13,18.41,303.1,325.6
08/28 14,9.39,262.1,281.6
08/28 15,0.56,257.4,276.5
08/28 16,0.0,279.1,325.8
08/28 17,0.0,270.1,290.1
08/28 18,0.0,311.9,360.2
08/28 19,0.0,339.8,368.7
08/28 20,0.0,300.3,322.6
08/28 21,0.0,286.9,321.0
08/28 22,0.0,264.9,287.4
08/28 23,0.0,245.1,263.3
08/29 00,0.0,232.3,249.5
08/29 01,0.0,223.0,239.5
08/29 02,0.0,218.5,234.7
08/29 03,0.75,228.4,245.3
08/29 04,3.63,230.6,247.7
08/29 05,7.55,237.4,255.0
08/29 06,20.47,274.8,295.2
08/29 07,26.86,292.2,313.8
08/29 08,47.65,260.1,279.4
08/29 09,70.68,274.2,294.6
08/29 10,59.72,287.1,308.3
08/29 11,57.74,274.0,294.3
08/29 12,57.66,291.5,313.1
08/29 13,42.6,291.7,313.3
08/29 14,20.78,264.9,284.5
08/29 15,4.22,252.6,301.5
08/29 16,0.0,249.4,267.9
08/29 17,0.0,245.9,269.5
08/29 18,0.0,309.4,373.4
08/29 19,0.0,323.0,346.9
08/29 20,0.0,291.5,313.1
08/29 21,0.0,272.8,325.6
08/29 22,0.0,256.9,276.0
08/29 23,0.0,248.5,266.9
08/30 00,0.0,237.5,255.1
08/30 01,0.0,227.5,244.4
08/30 02,0.0,227.7,244.6
08/30 03,1.32,234.0,251.4
08/30 04,10.55,235.8,253.3
08/30 05,23.45,233.7,251.0
08/30 06,28.31,278.0,298.6
08/30 07,34.97,286.5,307.8
08/30 08,44.23,259.3,278.6
08/30 09,51.31,263.5,283.0
08/30 10,59.35,266.6,286.3
08/30 11,53.1,278.7,299.3
08/30 12,39.12,291.2,312.7
08/30 13,29.01,280.6,301.4
08/30 14,15.32,256.6,275.6
08/30 15,3.7,235.4,252.9
08/30 16,0.0,233.9,270.2
08/30 17,0.0,248.5,266.9
08/30 18,0.0,288.5,356.2
08/30 19,0.0,315.1,338.4
08/30 20,0.0,285.0,309.2
08/30 21,0.0,270.8,290.9
08/30 22,0.0,268.7,331.7
08/30 23,0.0,251.8,270.4
08/31 00,0.0,240.1,257.8
08/31 01,0.0,231.1,248.3
08/31 02,0.0,225.8,242.6
08/31 03,0.0,224.3,241.0
08/31 04,3.19,223.3,239.9
08/31 05,9.61,221.3,237.7
08/31 06,17.49,224.5,241.2
08/31 07,24.39,234.8,252.2
08/31 08,26.33,228.6,245.5
08/31 09,31.2,237.7,255.4
08/31 10,30.85,240.0,257.8
08/31 11,20.88,240.5,258.3
08/31 12,13.53,259.6,278.8
08/31 13,8.2,265.3,285.0
08/31 14,2.99,246.9,265.2
08/31 15,0.0,242.2,260.2
08/31 16,0.0,239.6,262.6
08/31 17,0.0,233.7,251.0
08/31 18,0.0,292.7,361.4
08/31 19,0.0,315.1,338.5
08/31 20,0.0,282.1,329.4
08/31 21,0.0,268.4,297.2
08/31 22,0.0,246.0,264.2
08/31 23,0.0,235.5,252.9
09/01 00,0.0,231.2,248.3
09/01 01,0.0,225.4,242.1
09/01 02,0.0,221.2,237.5
09/01 03,0.97,228.3,245.2
09/01 04,8.05,227.4,244.3
09/01 05,26.87,235.9,253.4
09/01 06,50.88,276.0,296.4
09/01 07,67.07,294.4,316.2
09/01 08,71.85,240.6,258.5
09/01 09,67.88,258.8,278.0
09/01 10,63.27,282.2,303.1
09/01 11,50.21,284.3,305.4
09/01 12,31.25,314.3,337.6
09/01 13,15.26,315.4,338.8
09/01 14,2.71,282.6,303.5
09/01 15,0.0,264.5,315.6
09/01 16,0.0,251.6,270.3
09/01 17,0.0,255.6,323.0
09/01 18,0.0,301.2,337.0
09/01 19,0.0,323.7,347.7
09/01 20,0.0,296.7,318.7
09/01 21,0.0,270.8,293.8
09/01 22,0.0,257.0,296.8
09/01 23,0.0,244.6,302.0
09/02 00,0.0,234.3,251.7
09/02 01,0.0,229.6,246.6
09/02 02,0.0,229.3,246.3
09/02 03,1.36,227.4,244.2
09/02 04,12.93,229.7,246.7
09/02 05,33.95,235.0,252.4
09/02 06,53.76,270.5,290.6
09/02 07,68.73,299.0,321.1
09/02 08,77.08,270.5,290.6
09/02 09,79.88,266.9,286.6
09/02 10,77.43,272.4,292.6
09/02 11,70.56,274.6,295.0
09/02 12,58.49,302.0,324.4
09/02 13,40.2,299.0,321.1
09/02 14,18.71,273.4,293.6
09/02 15,3.72,267.1,292.8
09/02 16,0.0,255.7,277.4
09/02 17,0.0,246.5,264.8
09/02 18,0.0,313.3,386.8
09/02 19,0.0,331.4,359.5
09/02 20,0.0,293.0,324.5
09/02 21,0.0,269.1,289.0
09/02 22,0.0,256.8,275.8
09/02 23,0.0,240.1,257.9
09/03 00,0.0,229.8,246.9
09/03 01,0.0,214.9,230.9
09/03 02,0.0,216.5,232.5
09/03 03,1.91,218.4,234.6
09/03 04,16.02,222.0,238.4
09/03 05,40.57,234.9,252.4
09/03 06,57.62,270.3,290.4
09/03 07,60.88,299.1,321.3
09/03 08,58.32,236.3,253.8
09/03 09,61.07,186.3,200.1
09/03 10,63.36,0.0,0.0
09/03 11,57.93,0.0,0.0
09/03 12,52.84,232.6,249.8
09/03 13,41.62,266.3,286.1
09/03 14,19.75,256.1,275.0
09/03 15,3.95,240.4,271.9
09/03 16,0.0,221.5,237.9
09/03 17,0.0,253.1,292.4
09/03 18,0.0,291.3,312.9
09/03 19,0.0,302.3,369.0
09/03 20,0.0,254.5,273.4
09/03 21,0.0,241.6,259.6
09/03 22,0.0,223.0,239.5
09/03 23,0.0,212.4,262.2
09/04 00,0.0,204.1,219.2
09/04 01,0.0,195.3,209.8
09/04 02,0.0,193.8,208.2
09/04 03,1.62,192.3,206.6
09/04 04,10.1,207.7,223.1
09/04 05,26.14,215.7,231.6
09/04 06,44.56,254.5,273.4
09/04 07,58.25,281.1,301.9
09/04 08,67.15,254.0,272.9
09/04 09,74.37,261.9,281.4
09/04 10,75.03,262.4,281.9
09/04 11,71.69,272.1,292.3
09/04 12,61.77,294.9,316.8
09/04 13,40.88,302.0,324.4
09/04 14,18.02,272.9,293.1
09/04 15,3.62,264.0,301.6
09/04 16,0.0,251.7,270.3
09/04 17,0.0,248.5,290.2
09/04 18,0.0,306.3,329.0
09/04 19,0.0,317.5,370.7
09/04 20,0.0,288.4,356.1
09/04 21,0.0,246.7,264.9
09/04 22,0.0,230.5,250.1
09/04 23,0.0,219.1,235.3
09/05 00,0.0,209.8,225.3
09/05 01,0.0,202.6,217.6
09/05 02,0.0,206.4,221.7
09/05 03,1.43,207.5,222.9
09/05 04,9.86,214.0,229.8
09/05 05,28.14,223.5,240.0
09/05 06,44.65,257.1,276.1
09/05 07,55.88,287.5,308.8
09/05 08,68.48,254.0,272.8
09/05 09,74.82,267.7,287.5
09/05 10,68.22,275.7,296.1
09/05 11,58.4,282.5,303.5
09/05 12,50.08,301.7,324.1
09/05 13,34.08,298.2,320.4
09/05 14,13.53,266.4,286.1
09/05 15,1.97,255.6,311.9
09/05 16,0.0,256.8,306.5
09/05 17,0.0,243.9,262.0
09/05 18,0.0,307.4,330.2
09/05 19,0.0,326.5,350.7
09/05 20,0.0,305.5,341.8
09/05 21,0.0,270.7,309.4
09/05 22,0.0,243.5,293.9
09/05 23,0.0,231.1,248.2
09/06 00,0.0,221.6,238.0
09/06 01,0.0,211.4,227.1
09/06 02,0.0,212.2,227.9
09/06 03,1.08,212.9,228.7
09/06 04,9.92,217.5,233.6
09/06 05,25.79,230.5,247.6
09/06 06,41.15,245.6,263.8
09/06 07,53.45,272.5,292.7
09/06 08,65.88,247.3,265.6
09/06 09,75.0,247.6,265.9
09/06 10,76.58,253.0,271.7
09/06 11,70.55,257.3,276.4
09/06 12,59.52,279.8,300.6
09/06 13,42.45,300.3,322.6
09/06 14,18.75,259.5,278.8
09/06 15,3.62,255.5,280.0
09/06 16,0.0,254.8,322.0
09/06 17,0.0,259.1,302.5
09/06 18,0.0,300.7,336.4
09/06 19,0.0,331.3,370.7
09/06 20,0.0,296.1,349.5
09/06 21,0.0,274.1,294.4
09/06 22,0.0,252.4,271.1
09/06 23,0.0,242.5,265.8
09/07 00,0.0,246.7,265.0
09/07 01,0.0,235.1,252.5
09/07 02,0.0,229.8,246.8
09/07 03,2.15,230.5,247.6
09/07 04,15.56,223.4,240.0
09/07 05,39.07,220.0,236.3
09/07 06,61.0,219.9,236.2
09/07 07,76.83,235.2,252.6
09/07 08,85.53,243.6,261.7
09/07 09,88.23,256.1,275.1
09/07 10,86.15,242.4,260.3
09/07 11,78.58,238.0,255.6
09/07 12,64.04,271.6,291.7
09/07 13,43.03,290.3,311.8
09/07 14,19.08,254.4,273.2
09/07 15,3.48,247.2,305.1
09/07 16,0.0,254.0,272.8
09/07 17,0.0,247.6,279.9
09/07 18,0.0,301.7,337.6
09/07 19,0.0,311.1,334.2
09/07 20,0.0,284.9,315.4
09/07 21,0.0,264.5,284.1
09/07 22,0.0,247.8,266.2
09/07 23,0.0,231.3,248.5
09/08 00,0.0,222.3,238.8
09/08 01,0.0,214.3,230.2
09/08 02,0.0,217.1,233.2
09/08 03,0.0,216.2,232.2
09/08 04,2.85,223.1,239.6
09/08 05,8.87,234.6,252.0
09/08 06,15.09,265.9,285.6
09/08 07,18.55,294.4,316.2
09/08 08,17.6,276.7,297.2
09/08 09,19.8,286.7,308.0
09/08 10,21.91,287.1,308.3
09/08 11,17.8,293.1,314.8
09/08 12,13.7,298.5,320.7
09/08 13,8.38,290.6,312.1
09/08 14,2.31,275.2,295.6
09/08 15,0.0,272.3,292.5
09/08 16,0.0,264.2,283.8
09/08 17,0.0,263.1,282.6
09/08 18,0.0,313.3,336.6
09/08 19,0.0,335.9,387.9
09/08 20,0.0,296.4,318.4
09/08 21,0.0,267.8,287.7
09/08 22,0.0,252.5,304.7
09/08 23,0.0,234.3,286.0
09/09 00,0.0,222.2,238.7
09/09 01,0.0,223.7,240.2
09/09 02,0.0,215.1,231.0
09/09 03,0.0,224.9,241.6
09/09 04,1.4,222.8,239.3
09/09 05,4.41,239.4,257.1
09/09 06,7.1,266.4,286.1
09/09 07,9.56,293.6,315.3
09/09 08,11.71,280.3,301.0
09/09 09,12.38,280.3,301.1
09/09 10,11.75,277.5,298.1
09/09 11,10.1,286.9,308.2
09/09 12,7.49,301.4,323.7
09/09 13,4.89,296.7,318.7
09/09 14,2.25,280.9,301.8
09/09 15,0.38,267.1,311.9
09/09 16,0.0,263.1,282.6
09/09 17,0.0,257.2,290.8
09/09 18,0.0,312.1,335.2
09/09 19,0.0,334.4,408.1
09/09 20,0.0,301.4,337.2
09/09 21,0.0,281.3,302.2
09/09 22,0.0,261.6,281.0
09/09 23,0.0,255.2,274.2
09/10 00,0.0,234.8,252.2
09/10 01,0.0,228.2,245.1
09/10 02,0.0,228.4,245.4
09/10 03,0.0,232.2,249.4
09/10 04,1.62,236.6,254.1
09/10 05,5.11,243.7,261.8
09/10 06,8.09,274.1,294.5
09/10 07,10.58,295.8,317.8
09/10 08,12.23,257.4,276.5
09/10 09,12.68,254.3,273.1
09/10 10,11.76,247.0,265.3
09/10 11,9.33,258.8,277.9
09/10 12,7.18,272.7,292.9
09/10 13,4.73,273.0,293.2
09/10 14,1.58,252.7,271.5
09/10 15,0.0,239.6,302.8
09/10 16,0.0,264.0,318.6
09/10 17,0.0,262.0,316.2
09/10 18,0.0,316.4,339.9
09/10 19,0.0,337.9,362.9
09/10 20,0.0,290.1,311.6
09/10 21,0.0,270.3,302.4
09/10 22,0.0,249.8,268.3
09/10 23,0.0,241.5,291.4
09/11 00,0.0,230.9,248.0
09/11 01,0.0,222.6,239.1
09/11 02,0.0,226.5,243.3
09/11 03,0.55,225.6,242.4
09/11 04,4.22,233.4,250.7
09/11 05,9.07,241.3,259.2
09/11 06,14.09,270.2,290.3
09/11 07,22.82,297.8,319.9
09/11 08,28.07,256.8,275.8
09/11 09,30.75,271.3,291.4
09/11 10,31.88,277.4,297.9
09/11 11,27.6,293.8,315.5
09/11 12,20.63,305.4,328.1
09/11 13,11.37,300.7,323.0
09/11 14,3.38,291.2,312.8
